CD_MUN,NR_TURNO,CD_CARGO,NR_VOTAVEL,SQ_CANDIDATO,QT_VOTOS
2600807,1,7,70070,170001613426,2
2600807,1,7,70111,170001613428,1
2600807,1,7,70123,170001613430,8
2600807,1,7,70555,170001613442,1
2600807,1,7,77000,170001610738,79
2600807,1,7,77001,170001610726,4
2600807,1,7,77100,170001610727,36
2600807,1,7,77111,170001610750,30
2600807,1,7,77122,170001610751,1
2600807,1,7,77123,170001610741,15
2600807,1,7,77222,170001610730,1
2600807,1,7,77277,170001610716,7
2600807,1,7,77333,170001610725,1
2600807,1,7,77444,170001610721,1
2600807,1,7,77456,170001610723,9
2600807,1,7,77555,170001610732,3
2600807,1,7,77666,170001610724,1
2600807,1,7,77713,170001610747,1
2600807,1,7,77770,170001610745,1
2600807,1,7,77777,170001610753,5
2600807,1,7,77888,170001610714,1291
2600807,1,7,80000,170001600159,1
2600807,1,7,80180,170001600158,1
2600807,1,7,90000,170001610951,2
2603926,1,3,14,170001618273,10
2603926,1,3,16,170001601203,1
2603926,1,3,21,170001715590,5
2603926,1,3,22,170001602587,274
2603926,1,3,40,170001618087,1718
2603926,1,3,44,170001604111,1947
2603926,1,3,45,170001604087,339
2603926,1,3,50,170001715331,7
2603926,1,3,77,170001610442,3544
2603926,1,3,95,-1,242
2603926,1,3,96,-1,981
2603926,1,5,95,-1,413
2603926,1,5,96,-1,927
2603926,1,5,130,170001618130,3485
2603926,1,5,160,170001601200,2
2603926,1,5,222,170001604083,513
2603926,1,5,444,170001609174,919
2603926,1,5,456,170001608748,192
2603926,1,5,500,170001613411,6
2603926,1,5,555,170001610248,2611
2603926,1,6,10,-3,5
2603926,1,6,11,-3,25
2603926,1,6,12,-3,22
2603926,1,6,13,-3,59
2603926,1,6,14,-3,11
2603926,1,6,18,-3,5
2603926,1,6,22,-3,11
2603926,1,6,23,-3,3
2603926,1,6,27,-3,1
2603926,1,6,33,-3,2
2603926,1,6,36,-3,2
2603926,1,6,40,-3,61
2603926,1,6,43,-3,1
2603926,1,6,44,-3,25
2603926,1,6,45,-3,6
2603926,1,6,51,-3,3
2603926,1,6,55,-3,5
2603926,1,6,65,-3,2
2603926,1,6,70,-3,9
2603926,1,6,77,-3,58
2603926,1,6,95,-1,227
2603926,1,6,96,-1,192
2603926,1,6,1000,170001595454,9
2603926,1,6,1007,170001595461,1
2603926,1,6,1010,170001595473,17
2603926,1,6,1011,170001595460,2
2603926,1,6,1012,170001595468,33
2603926,1,6,1022,170001595455,1
2603926,1,6,1033,170001595466,4
2603926,1,6,1040,170001595458,1
2603926,1,6,1044,170001595453,3
2603926,1,6,1100,170001618620,30
2603926,1,6,1110,170001618602,1
2603926,1,6,1111,170001618611,340
2603926,1,6,1120,170001618614,1
2603926,1,6,1122,170001618605,8
2603926,1,6,1123,170001618603,2
2603926,1,6,1133,170001618616,3
2603926,1,6,1144,170001618604,36
2603926,1,6,1155,170001618609,1
2603926,1,6,1161,170001618615,1
2603926,1,6,1177,170001618601,2
2603926,1,6,1190,170001618622,5
2603926,1,6,1199,170001618606,1
2603926,1,6,1211,170001618855,1
2603926,1,6,1214,170001618854,2
2603926,1,6,1233,170001618853,2
2603926,1,6,1234,170001618856,10
2603926,1,6,1236,170001618846,2
2603926,1,6,1300,170001609032,2
2603926,1,6,1310,170001609031,2
2603926,1,6,1311,170001609039,8
2603926,1,6,1313,170001609023,3
2603926,1,6,1314,170001609028,612
2603926,1,6,1331,170001609037,2
2603926,1,6,1333,170001609029,24
2603926,1,6,1340,170001609035,1
2603926,1,6,1344,170001609036,1
2603926,1,6,1370,170001609022,1
2603926,1,6,1401,170001620142,1
2603926,1,6,1414,170001620146,2
2603926,1,6,1444,170001620149,4
2603926,1,6,1515,170001613277,6
2603926,1,6,1555,170001613278,8
2603926,1,6,1565,170001613265,1
2603926,1,6,1580,170001613276,40
2603926,1,6,1800,170001619602,8
2603926,1,6,1811,170001619590,2
2603926,1,6,1813,170001619580,1
2603926,1,6,1818,170001619597,212
2603926,1,6,1919,170001602580,1
2603926,1,6,1999,170001602574,1
2603926,1,6,2000,170001715433,1
2603926,1,6,2022,170001715431,1
2603926,1,6,2121,170001715592,1
2603926,1,6,2200,170001609087,110
2603926,1,6,2210,170001609070,6
2603926,1,6,2211,170001609075,5
2603926,1,6,2220,170001609088,2
2603926,1,6,2222,170001609080,37
2603926,1,6,2232,170001609066,1
2603926,1,6,2233,170001609086,40
2603926,1,6,2234,170001609076,1
2603926,1,6,2238,170001609089,2
2603926,1,6,2244,170001609085,2
2603926,1,6,2299,170001609073,1
2603926,1,6,2323,170001604097,5
2603926,1,6,2800,170001634992,34
2603926,1,6,3003,170001596605,4
2603926,1,6,3609,170001718779,4
2603926,1,6,4000,170001619895,138
2603926,1,6,4001,170001619896,5
2603926,1,6,4004,170001619891,2
2603926,1,6,4010,170001619897,49
2603926,1,6,4011,170001619894,1207
2603926,1,6,4019,170001619889,175
2603926,1,6,4020,170001619892,4
2603926,1,6,4040,170001619899,347
2603926,1,6,4044,170001619893,10
2603926,1,6,4333,170001609025,2
2603926,1,6,4400,170001609134,4
2603926,1,6,4401,170001609122,470
2603926,1,6,4402,170001736049,4
2603926,1,6,4404,170001609113,3
2603926,1,6,4410,170001609117,24
2603926,1,6,4411,170001609132,2
2603926,1,6,4433,170001609111,2
2603926,1,6,4441,170001610769,2
2603926,1,6,4444,170001609112,362
2603926,1,6,4445,170001609128,1
2603926,1,6,4456,170001609114,2
2603926,1,6,4510,170001604107,1
2603926,1,6,4511,170001613161,10
2603926,1,6,5000,170001619584,2
2603926,1,6,5013,170001619582,2
2603926,1,6,5050,170001619581,2
2603926,1,6,5051,170001724241,2
2603926,1,6,5555,170001609929,4
2603926,1,6,6513,170001609044,15
2603926,1,6,6565,170001609042,1
2603926,1,6,7000,170001610405,12
2603926,1,6,7007,170001610408,1
2603926,1,6,7010,170001610400,1
2603926,1,6,7011,170001610401,1
2603926,1,6,7040,170001610403,4
2603926,1,6,7070,170001610411,493
2603926,1,6,7077,170001610413,4
2603926,1,6,7090,170001734027,1
2603926,1,6,7700,170001610572,3057
2603926,1,6,7707,170001728102,3
2603926,1,6,7711,170001610564,23
2603926,1,6,7712,170001610570,114
2603926,1,6,7713,170001610574,28
2603926,1,6,7731,170001610567,1
2603926,1,6,7744,170001610573,2
2603926,1,6,7766,170001723579,2
2603926,1,6,7777,170001610575,11
2603926,1,6,7789,170001610569,2
2603926,1,7,10,-3,3
2603926,1,7,11,-3,38
2603926,1,7,12,-3,12
2603926,1,7,13,-3,168
2603926,1,7,14,-3,21
2603926,1,7,16,-3,1
2603926,1,7,18,-3,14
2603926,1,7,22,-3,21
2603926,1,7,23,-3,4
2603926,1,7,33,-3,2
2603926,1,7,35,-3,1
2603926,1,7,36,-3,3
2603926,1,7,40,-3,46
2603926,1,7,43,-3,2
2603926,1,7,44,-3,62
2603926,1,7,45,-3,29
2603926,1,7,50,-3,2
2603926,1,7,51,-3,3
2603926,1,7,55,-3,134
2603926,1,7,65,-3,3
2603926,1,7,70,-3,6
2603926,1,7,77,-3,136
2603926,1,7,80,-3,1
2603926,1,7,90,-3,3
2603926,1,7,95,-1,291
2603926,1,7,96,-1,220
2603926,1,7,10000,170001595450,1
2603926,1,7,10123,170001595431,27
2603926,1,7,10777,170001595432,1
2603926,1,7,11000,170001618735,89
2603926,1,7,11011,170001618730,2
2603926,1,7,11022,170001618743,1
2603926,1,7,11111,170001618745,8
2603926,1,7,11115,170001618755,1
2603926,1,7,11123,170001618729,1
2603926,1,7,11144,170001618732,4
2603926,1,7,11222,170001618752,3
2603926,1,7,11311,170001618744,1
2603926,1,7,11333,170001618753,8
2603926,1,7,11444,170001618737,1892
2603926,1,7,11511,170001618757,30
2603926,1,7,11555,170001618756,1
2603926,1,7,11611,170001618728,1
2603926,1,7,11777,170001618759,6
2603926,1,7,11789,170001618748,1
2603926,1,7,12111,170001618947,1
2603926,1,7,12123,170001618941,1
2603926,1,7,12222,170001618929,1
2603926,1,7,12345,170001618937,4
2603926,1,7,12555,170001618946,1
2603926,1,7,13000,170001608965,2
2603926,1,7,13100,170001608960,22
2603926,1,7,13111,170001608981,159
2603926,1,7,13113,170001608984,3
2603926,1,7,13123,170001608977,176
2603926,1,7,13180,170001608963,8
2603926,1,7,13444,170001608976,3
2603926,1,7,13613,170001608980,2
2603926,1,7,13688,170001608967,5
2603926,1,7,13789,170001608958,1
2603926,1,7,16000,170001604071,1
2603926,1,7,18000,170001618398,418
2603926,1,7,18111,170001618421,6
2603926,1,7,18555,170001618412,12
2603926,1,7,22010,170001619693,5
2603926,1,7,22190,170001619701,2
2603926,1,7,22222,170001619685,63
2603926,1,7,22300,170001619707,2
2603926,1,7,22332,170001619723,3
2603926,1,7,22380,170001619715,8
2603926,1,7,22567,170001619726,1
2603926,1,7,22622,170001619710,2
2603926,1,7,22777,170001619689,1
2603926,1,7,23111,170001605479,1
2603926,1,7,23222,170001605491,1
2603926,1,7,23999,170001605473,1
2603926,1,7,27222,170001723375,1
2603926,1,7,28000,170001717071,1
2603926,1,7,40000,170001620388,2
2603926,1,7,40004,170001620373,1
2603926,1,7,40013,170001620368,2
2603926,1,7,40040,170001620380,1
2603926,1,7,40100,170001620395,1
2603926,1,7,40111,170001620377,3
2603926,1,7,40190,170001620397,6
2603926,1,7,40234,170001620384,2
2603926,1,7,40400,170001620364,1
2603926,1,7,40413,170001620399,118
2603926,1,7,40444,170001620394,1
2603926,1,7,40500,170001620385,5
2603926,1,7,40555,170001620381,1633
2603926,1,7,40640,170001620382,11
2603926,1,7,40678,170001620387,1
2603926,1,7,40789,170001620376,1
2603926,1,7,40888,170001620392,4
2603926,1,7,43123,170001608971,2
2603926,1,7,43333,170001608972,24
2603926,1,7,43555,170001608973,1
2603926,1,7,44000,170001609285,18
2603926,1,7,44100,170001609305,1
2603926,1,7,44111,170001609284,7
2603926,1,7,44333,170001609299,1
2603926,1,7,44444,170001609265,11
2603926,1,7,44555,170001609274,2
2603926,1,7,44613,170001609283,37
2603926,1,7,44644,170001609295,8
2603926,1,7,44678,170001609307,12
2603926,1,7,44777,170001609260,1
2603926,1,7,44999,170001609281,1
2603926,1,7,45000,170001605464,1
2603926,1,7,45111,170001605485,482
2603926,1,7,45500,170001605468,13
2603926,1,7,45555,170001605482,6
2603926,1,7,45678,170001605490,1
2603926,1,7,45777,170001605477,2
2603926,1,7,45800,170001605465,1
2603926,1,7,45888,170001605471,2
2603926,1,7,50444,170001724245,3
2603926,1,7,50777,170001618400,2
2603926,1,7,51000,170001609852,24
2603926,1,7,51456,170001609880,2
2603926,1,7,51510,170001609862,17
2603926,1,7,51511,170001609887,1
2603926,1,7,51551,170001609867,1
2603926,1,7,51651,170001609859,225
2603926,1,7,51999,170001609860,19
2603926,1,7,55555,170001609931,4
2603926,1,7,65001,170001608968,1
2603926,1,7,65111,170001723182,1
2603926,1,7,65123,170001608952,14
2603926,1,7,65444,170001608955,2
2603926,1,7,65555,170001608957,1
2603926,1,7,70111,170001613428,2
2603926,1,7,70123,170001613430,9
2603926,1,7,70444,170001613427,2
2603926,1,7,70555,170001613442,1
2603926,1,7,70700,170001613434,1
2603926,1,7,77000,170001610738,14
2603926,1,7,77055,170001610739,3
2603926,1,7,77077,170001610719,7
2603926,1,7,77111,170001610750,1585
2603926,1,7,77122,170001610751,30
2603926,1,7,77123,170001610741,404
2603926,1,7,77133,170001610733,1
2603926,1,7,77277,170001610716,1
2603926,1,7,77333,170001610725,1
2603926,1,7,77444,170001610721,11
2603926,1,7,77555,170001610732,6
2603926,1,7,77700,170001610742,2
2603926,1,7,77713,170001610747,10
2603926,1,7,77770,170001610745,1
2603926,1,7,77777,170001610753,8
2603926,1,7,90999,170001610950,3
2600906,1,3,14,170001618273,13
2600906,1,3,16,170001601203,4
2600906,1,3,21,170001715590,8
2600906,1,3,22,170001602587,2185
2600906,1,3,40,170001618087,2575
2600906,1,3,44,170001604111,990
2600906,1,3,45,170001604087,2353
2600906,1,3,50,170001715331,4
2600906,1,3,77,170001610442,3135
2600906,1,3,95,-1,766
2600906,1,3,96,-1,1493
2600906,1,5,95,-1,1592
2600906,1,5,96,-1,1929
2600906,1,5,130,170001618130,4724
2600906,1,5,160,170001601200,10
2600906,1,5,222,170001604083,2745
2600906,1,5,281,170001717122,46
2600906,1,5,444,170001609174,317
2600906,1,5,456,170001608748,176
2600906,1,5,500,170001613411,42
2600906,1,5,555,170001610248,1945
2600906,1,6,10,-3,15
2600906,1,6,11,-3,25
2600906,1,6,12,-3,32
2600906,1,6,13,-3,97
2600906,1,6,14,-3,5
2600906,1,6,15,-3,13
2600906,1,6,16,-3,1
2600906,1,6,18,-3,4
2600906,1,6,19,-3,3
2600906,1,6,20,-3,2
2600906,1,6,21,-3,4
2600906,1,6,22,-3,34
2600906,1,6,23,-3,9
2600906,1,6,33,-3,1
2600906,1,6,36,-3,3
2600906,1,6,40,-3,63
2600906,1,6,43,-3,17
2600906,1,6,44,-3,19
2600906,1,6,45,-3,9
2600906,1,6,50,-3,5
2600906,1,6,55,-3,11
2600906,1,6,65,-3,2
2600906,1,6,70,-3,8
2600906,1,6,77,-3,29
2600906,1,6,95,-1,1155
2600906,1,6,96,-1,813
2600906,1,6,1000,170001595454,23
2600906,1,6,1001,170001595459,7
2600906,1,6,1003,170001595470,1
2600906,1,6,1010,170001595473,27
2600906,1,6,1011,170001595460,19
2600906,1,6,1012,170001595468,96
2600906,1,6,1022,170001595455,1
2600906,1,6,1023,170001595475,3
2600906,1,6,1033,170001595466,12
2600906,1,6,1040,170001595458,6
2600906,1,6,1044,170001595453,1
2600906,1,6,1077,170001595463,9
2600906,1,6,1099,170001595456,1
2600906,1,6,1100,170001618620,16
2600906,1,6,1110,170001618602,3
2600906,1,6,1111,170001618611,74
2600906,1,6,1112,170001618608,2
2600906,1,6,1113,170001618612,1
2600906,1,6,1120,170001618614,2
2600906,1,6,1122,170001618605,564
2600906,1,6,1123,170001618603,6
2600906,1,6,1133,170001618616,5
2600906,1,6,1144,170001618604,6
2600906,1,6,1155,170001618609,5
2600906,1,6,1161,170001618615,71
2600906,1,6,1177,170001618601,14
2600906,1,6,1190,170001618622,11
2600906,1,6,1199,170001618606,9
2600906,1,6,1201,170001724741,5
2600906,1,6,1202,170001618842,6
2600906,1,6,1211,170001618855,1
2600906,1,6,1212,170001618841,1
2600906,1,6,1213,170001618839,2
2600906,1,6,1214,170001618854,2
2600906,1,6,1221,170001618847,1
2600906,1,6,1222,170001618844,4
2600906,1,6,1232,170001618852,1
2600906,1,6,1233,170001618853,2
2600906,1,6,1234,170001618856,22
2600906,1,6,1236,170001618846,5
2600906,1,6,1240,170001618836,2
2600906,1,6,1245,170001618849,1
2600906,1,6,1255,170001618837,1
2600906,1,6,1270,170001618840,2
2600906,1,6,1300,170001609032,2
2600906,1,6,1301,170001609030,1
2600906,1,6,1310,170001609031,75
2600906,1,6,1311,170001609039,4
2600906,1,6,1313,170001609023,25
2600906,1,6,1314,170001609028,417
2600906,1,6,1331,170001609037,2
2600906,1,6,1333,170001609029,13
2600906,1,6,1340,170001609035,6
2600906,1,6,1344,170001609036,3
2600906,1,6,1350,170001609041,1
2600906,1,6,1400,170001620143,2
2600906,1,6,1401,170001620142,1
2600906,1,6,1414,170001620146,2
2600906,1,6,1441,170001620141,2
2600906,1,6,1502,170001613271,7
2600906,1,6,1513,170001613263,1
2600906,1,6,1515,170001613277,692
2600906,1,6,1516,170001613281,3
2600906,1,6,1522,170001613262,2
2600906,1,6,1555,170001613278,208
2600906,1,6,1580,170001613276,8
2600906,1,6,1606,170001602542,1
2600906,1,6,1616,170001602541,1
2600906,1,6,1811,170001619590,3
2600906,1,6,1813,170001619580,4
2600906,1,6,1818,170001619597,93
2600906,1,6,1883,170001619601,1
2600906,1,6,1888,170001619591,1
2600906,1,6,1900,170001602561,1
2600906,1,6,1911,170001602566,3
2600906,1,6,1919,170001602580,17
2600906,1,6,1920,170001602576,1
2600906,1,6,1940,170001602575,2
2600906,1,6,1944,170001602560,33
2600906,1,6,1988,170001602569,4
2600906,1,6,1991,170001602582,7
2600906,1,6,2000,170001715433,1
2600906,1,6,2020,170001715427,5
2600906,1,6,2022,170001715431,1
2600906,1,6,2077,170001715426,3
2600906,1,6,2200,170001609087,616
2600906,1,6,2201,170001609084,2
2600906,1,6,2202,170001609068,6
2600906,1,6,2210,170001609070,45
2600906,1,6,2211,170001609075,5
2600906,1,6,2212,170001609072,2
2600906,1,6,2217,170001609078,3
2600906,1,6,2220,170001609088,4
2600906,1,6,2222,170001609080,321
2600906,1,6,2225,170001609067,9
2600906,1,6,2233,170001609086,543
2600906,1,6,2234,170001609076,2
2600906,1,6,2238,170001609089,10
2600906,1,6,2244,170001609085,3
2600906,1,6,2255,170001609082,7
2600906,1,6,2270,170001609079,27
2600906,1,6,2277,170001609074,3
2600906,1,6,2288,170001609081,1
2600906,1,6,2290,170001609069,3
2600906,1,6,2299,170001609073,1
2600906,1,6,2323,170001604097,53
2600906,1,6,2700,170001723347,2
2600906,1,6,2707,170001723346,1
2600906,1,6,2800,170001634992,70
2600906,1,6,2822,170001634998,6
2600906,1,6,2828,170001634997,2
2600906,1,6,2882,170001634990,1
2600906,1,6,3030,170001596602,7
2600906,1,6,3033,170001596600,1
2600906,1,6,3344,170001718011,10
2600906,1,6,3377,170001718021,1
2600906,1,6,3611,170001718760,1
2600906,1,6,4000,170001619895,68
2600906,1,6,4001,170001619896,47
2600906,1,6,4004,170001619891,54
2600906,1,6,4009,170001619900,1
2600906,1,6,4010,170001619897,10
2600906,1,6,4011,170001619894,9
2600906,1,6,4013,170001619902,10
2600906,1,6,4019,170001619889,3291
2600906,1,6,4020,170001619892,19
2600906,1,6,4040,170001619899,90
2600906,1,6,4044,170001619893,42
2600906,1,6,4333,170001609025,296
2600906,1,6,4343,170001609026,1
2600906,1,6,4400,170001609134,3
2600906,1,6,4401,170001609122,177
2600906,1,6,4404,170001609113,1
2600906,1,6,4410,170001609117,1
2600906,1,6,4411,170001609132,16
2600906,1,6,4414,170001738823,41
2600906,1,6,4417,170001609119,1
2600906,1,6,4422,170001609116,6
2600906,1,6,4432,170001609125,3
2600906,1,6,4433,170001609111,15
2600906,1,6,4434,170001609124,3
2600906,1,6,4441,170001610769,1
2600906,1,6,4443,170001609129,1
2600906,1,6,4444,170001609112,125
2600906,1,6,4445,170001609128,3
2600906,1,6,4452,170001609131,15
2600906,1,6,4454,170001729638,2
2600906,1,6,4456,170001609114,5
2600906,1,6,4466,170001609126,4
2600906,1,6,4477,170001609123,5
2600906,1,6,5000,170001619584,42
2600906,1,6,5014,170001619596,1
2600906,1,6,5018,170001619592,1
2600906,1,6,5050,170001619581,8
2600906,1,6,5051,170001724241,1
2600906,1,6,5088,170001619586,1
2600906,1,6,5111,170001609641,1
2600906,1,6,5123,170001609643,1
2600906,1,6,5132,170001609650,1
2600906,1,6,5511,170001609928,2
2600906,1,6,5555,170001609929,15
2600906,1,6,6513,170001609044,19
2600906,1,6,6565,170001609042,1
2600906,1,6,7000,170001610405,6
2600906,1,6,7007,170001610408,1
2600906,1,6,7017,170001610394,1
2600906,1,6,7024,170001610396,13
2600906,1,6,7033,170001610397,2
2600906,1,6,7040,170001610403,77
2600906,1,6,7044,170001610418,1
2600906,1,6,7055,170001610402,1
2600906,1,6,7060,170001610415,2
2600906,1,6,7066,170001610404,14
2600906,1,6,7070,170001610411,1928
2600906,1,6,7077,170001610413,9
2600906,1,6,7700,170001610572,2
2600906,1,6,7707,170001728102,4
2600906,1,6,7710,170001610565,2
2600906,1,6,7711,170001610564,1
2600906,1,6,7712,170001610570,1
2600906,1,6,7713,170001610574,91
2600906,1,6,7744,170001610573,2
2600906,1,6,7777,170001610575,46
2600906,1,6,7788,170001610566,2
2600906,1,6,8080,170001600160,1
2600906,1,7,10,-3,8
2600906,1,7,11,-3,43
2600906,1,7,12,-3,30
2600906,1,7,13,-3,334
2600906,1,7,14,-3,8
2600906,1,7,21,-3,1
2600906,1,7,22,-3,88
2600906,1,7,23,-3,5
2600906,1,7,27,-3,2
2600906,1,7,28,-3,4
2600906,1,7,33,-3,1
2600906,1,7,36,-3,1
2600906,1,7,40,-3,127
2600906,1,7,43,-3,19
2600906,1,7,44,-3,36
2600906,1,7,45,-3,38
2600906,1,7,50,-3,5
2600906,1,7,55,-3,98
2600906,1,7,65,-3,1
2600906,1,7,70,-3,41
2600906,1,7,77,-3,42
2600906,1,7,90,-3,1
2600906,1,7,95,-1,1161
2600906,1,7,96,-1,812
2600906,1,7,10000,170001595450,2
2600906,1,7,10021,170001730690,1
2600906,1,7,10113,170001595437,1
2600906,1,7,10122,170001595430,2
2600906,1,7,10123,170001595431,94
2600906,1,7,10190,170001595421,1
2600906,1,7,10222,170001595427,1
2600906,1,7,10232,170001595425,1
2600906,1,7,10444,170001604066,1
2600906,1,7,10554,170001595447,1
2600906,1,7,10610,170001595443,2
2600906,1,7,10777,170001595432,9
2600906,1,7,11000,170001618735,229
2600906,1,7,11011,170001618730,52
2600906,1,7,11022,170001618743,9
2600906,1,7,11111,170001618745,4
2600906,1,7,11200,170001618738,13
2600906,1,7,11211,170001618736,299
2600906,1,7,11222,170001618752,461
2600906,1,7,11411,170001729155,1
2600906,1,7,11432,170001618762,11
2600906,1,7,11444,170001618737,1
2600906,1,7,11511,170001618757,1
2600906,1,7,11555,170001618756,1
2600906,1,7,11611,170001618728,99
2600906,1,7,11777,170001618759,270
2600906,1,7,11789,170001618748,1
2600906,1,7,11999,170001618733,1
2600906,1,7,12000,170001618932,1
2600906,1,7,12123,170001618941,3
2600906,1,7,12321,170001618927,6
2600906,1,7,12345,170001618937,11
2600906,1,7,12369,170001618933,1
2600906,1,7,12456,170001618926,8
2600906,1,7,12555,170001618946,1
2600906,1,7,12612,170001618931,2
2600906,1,7,13000,170001608965,13
2600906,1,7,13013,170001608966,1
2600906,1,7,13100,170001608960,48
2600906,1,7,13111,170001608981,4
2600906,1,7,13113,170001608984,82
2600906,1,7,13123,170001608977,309
2600906,1,7,13144,170001608975,6
2600906,1,7,13180,170001608963,3
2600906,1,7,13513,170001608985,3
2600906,1,7,13613,170001608980,13
2600906,1,7,13650,170001608970,7
2600906,1,7,13789,170001608958,21
2600906,1,7,14014,170001619983,1
2600906,1,7,16066,170001604069,1
2600906,1,7,18000,170001618398,5
2600906,1,7,18100,170001618409,4
2600906,1,7,18111,170001618421,16
2600906,1,7,18123,170001618404,1
2600906,1,7,18180,170001618416,3
2600906,1,7,18718,170001618428,8
2600906,1,7,18888,170001724249,4
2600906,1,7,18999,170001618402,4
2600906,1,7,21021,170001715594,5
2600906,1,7,22000,170001619683,24
2600906,1,7,22010,170001619693,36
2600906,1,7,22100,170001619712,2
2600906,1,7,22111,170001619716,3
2600906,1,7,22112,170001619708,1
2600906,1,7,22122,170001619694,2
2600906,1,7,22123,170001619717,55
2600906,1,7,22180,170001619702,1
2600906,1,7,22190,170001619701,14
2600906,1,7,22200,170001619686,2
2600906,1,7,22212,170001619720,1
2600906,1,7,22222,170001619685,125
2600906,1,7,22223,170001619713,1
2600906,1,7,22267,170001619724,13
2600906,1,7,22300,170001619707,33
2600906,1,7,22333,170001619722,3
2600906,1,7,22345,170001619697,10
2600906,1,7,22353,170001619728,1
2600906,1,7,22522,170001619695,1
2600906,1,7,22555,170001619684,1
2600906,1,7,22567,170001619726,1
2600906,1,7,22622,170001619710,9
2600906,1,7,22700,170001619691,626
2600906,1,7,22777,170001619689,1
2600906,1,7,22822,170001619690,1
2600906,1,7,23222,170001605491,54
2600906,1,7,23423,170001605474,2
2600906,1,7,23451,170001605480,5
2600906,1,7,23999,170001605473,18
2600906,1,7,27000,170001723364,1
2600906,1,7,27327,170001723373,1
2600906,1,7,27627,170001723367,1
2600906,1,7,28000,170001717071,8
2600906,1,7,28007,170001717063,1
2600906,1,7,28222,170001717066,3
2600906,1,7,33555,170001718136,2
2600906,1,7,35010,170001722278,2
2600906,1,7,36113,170001718658,4
2600906,1,7,40000,170001620388,1627
2600906,1,7,40004,170001620373,22
2600906,1,7,40013,170001620368,1
2600906,1,7,40028,170001620375,10
2600906,1,7,40040,170001620380,2992
2600906,1,7,40100,170001620395,1
2600906,1,7,40111,170001620377,16
2600906,1,7,40122,170001620367,9
2600906,1,7,40123,170001620371,267
2600906,1,7,40140,170001620398,6
2600906,1,7,40156,170001620402,4
2600906,1,7,40190,170001620397,67
2600906,1,7,40222,170001620369,3
2600906,1,7,40232,170001620372,2
2600906,1,7,40234,170001620384,1
2600906,1,7,40400,170001620364,5
2600906,1,7,40413,170001620399,1
2600906,1,7,40444,170001620394,206
2600906,1,7,40456,170001620379,11
2600906,1,7,40500,170001620385,22
2600906,1,7,40540,170001620383,11
2600906,1,7,40555,170001620381,1
2600906,1,7,40640,170001620382,77
2600906,1,7,40654,170001620393,22
2600906,1,7,40678,170001620387,81
2600906,1,7,40777,170001620374,25
2600906,1,7,40789,170001620376,25
2600906,1,7,40856,170001620370,2
2600906,1,7,40888,170001620392,27
2600906,1,7,40999,170001620401,1
2600906,1,7,43123,170001608971,5
2600906,1,7,43333,170001608972,134
2600906,1,7,43444,170001608962,1
2600906,1,7,43555,170001608973,546
2600906,1,7,43643,170001608974,59
2600906,1,7,44000,170001609285,9
2600906,1,7,44040,170001609275,1
2600906,1,7,44044,170001609291,1
2600906,1,7,44052,170001609280,1
2600906,1,7,44100,170001609305,1
2600906,1,7,44111,170001609284,2
2600906,1,7,44123,170001609264,245
2600906,1,7,44144,170001613821,1
2600906,1,7,44149,170001609298,1
2600906,1,7,44193,170001609308,4
2600906,1,7,44222,170001609297,26
2600906,1,7,44234,170001609290,8
2600906,1,7,44344,170001609302,2
2600906,1,7,44422,170001609301,1
2600906,1,7,44444,170001609265,59
2600906,1,7,44445,170001609286,1
2600906,1,7,44456,170001609262,1
2600906,1,7,44544,170001739180,1
2600906,1,7,44555,170001609274,3
2600906,1,7,44556,170001609261,2
2600906,1,7,44567,170001609279,1
2600906,1,7,44644,170001609295,33
2600906,1,7,44678,170001609307,4
2600906,1,7,44777,170001609260,186
2600906,1,7,44844,170001739178,1
2600906,1,7,45000,170001605464,2
2600906,1,7,45123,170001605469,7
2600906,1,7,45133,170001605478,1
2600906,1,7,45193,170001605496,1
2600906,1,7,45222,170001605495,17
2600906,1,7,45245,170001605475,1
2600906,1,7,45500,170001605468,7
2600906,1,7,45555,170001605482,10
2600906,1,7,45678,170001605490,1
2600906,1,7,45777,170001605477,1
2600906,1,7,45888,170001605471,1
2600906,1,7,50000,170001618395,15
2600906,1,7,50013,170001618407,144
2600906,1,7,50100,170001618403,5
2600906,1,7,50180,170001618417,3
2600906,1,7,50420,170001618405,1
2600906,1,7,50613,170001724255,1
2600906,1,7,50777,170001618400,1
2600906,1,7,51000,170001609852,1
2600906,1,7,51122,170001609876,8
2600906,1,7,51123,170001609857,13
2600906,1,7,51222,170001609853,1
2600906,1,7,51456,170001609880,1
2600906,1,7,51555,170001609868,4
2600906,1,7,51630,170001734021,4
2600906,1,7,51651,170001609859,4
2600906,1,7,51789,170001609864,1
2600906,1,7,51951,170001609885,9
2600906,1,7,55555,170001609931,13
2600906,1,7,65000,170001608982,1
2600906,1,7,65013,170001608979,1
2600906,1,7,65113,170001608956,8
2600906,1,7,65400,170001608953,1
2600906,1,7,65613,170001608978,1
2600906,1,7,70070,170001613426,1
2600906,1,7,70123,170001613430,7
2600906,1,7,70420,170001613420,1
2600906,1,7,70700,170001613434,1
2600906,1,7,70789,170001613440,2
2600906,1,7,77000,170001610738,2
2600906,1,7,77045,170001610746,1
2600906,1,7,77077,170001610719,5
2600906,1,7,77100,170001610727,14
2600906,1,7,77111,170001610750,15
