NR_TURNO,CD_MUN,NM_MUN,CD_CARGO,NR_VOTAVEL,SQ_CANDIDATO,QT_VOTOS
1,23302,JAQUEIRA,7,22622,170001619710,6
1,23302,JAQUEIRA,7,22700,170001619691,15
1,23302,JAQUEIRA,7,22922,170001619698,1
1,23302,JAQUEIRA,7,23000,170001605483,1
1,23302,JAQUEIRA,7,23222,170001605491,1
1,23302,JAQUEIRA,7,23232,170001605487,1
1,23302,JAQUEIRA,7,23451,170001605480,3
1,23302,JAQUEIRA,7,28000,170001717071,3
1,23302,JAQUEIRA,7,28028,170001717072,1
1,23302,JAQUEIRA,7,35000,170001722252,34
1,23302,JAQUEIRA,7,40004,170001620373,5
1,23302,JAQUEIRA,7,40040,170001620380,5
1,23302,JAQUEIRA,7,40100,170001620395,2
1,23302,JAQUEIRA,7,40111,170001620377,4
1,23302,JAQUEIRA,7,40156,170001620402,2
1,23302,JAQUEIRA,7,40190,170001620397,8
1,23302,JAQUEIRA,7,40232,170001620372,4
1,23302,JAQUEIRA,7,40234,170001620384,1
1,23302,JAQUEIRA,7,40333,170001620365,1
1,23302,JAQUEIRA,7,40400,170001620364,12
1,23302,JAQUEIRA,7,40413,170001620399,3
1,23302,JAQUEIRA,7,40444,170001620394,37
1,23302,JAQUEIRA,7,40456,170001620379,3435
1,23302,JAQUEIRA,7,40500,170001620385,467
1,23302,JAQUEIRA,7,40540,170001620383,9
1,23302,JAQUEIRA,7,40555,170001620381,4
1,23302,JAQUEIRA,7,40640,170001620382,2
1,23302,JAQUEIRA,7,40654,170001620393,4
1,23302,JAQUEIRA,7,40678,170001620387,26
1,23302,JAQUEIRA,7,40700,170001620391,1
1,23302,JAQUEIRA,7,40777,170001620374,337
1,23302,JAQUEIRA,7,40789,170001620376,211
1,23302,JAQUEIRA,7,40888,170001620392,3
1,23302,JAQUEIRA,7,40999,170001620401,4
1,23302,JAQUEIRA,7,43123,170001608971,1
1,23302,JAQUEIRA,7,43333,170001608972,63
1,23302,JAQUEIRA,7,43444,170001608962,1
1,23302,JAQUEIRA,7,44000,170001609285,6
1,23302,JAQUEIRA,7,44044,170001609291,1
1,23302,JAQUEIRA,7,44052,170001609280,1
1,23302,JAQUEIRA,7,44100,170001609305,1
1,23302,JAQUEIRA,7,44111,170001609284,1
1,23302,JAQUEIRA,7,44123,170001609264,13
1,23302,JAQUEIRA,7,44222,170001609297,2
1,23302,JAQUEIRA,7,44344,170001609302,3
1,23302,JAQUEIRA,7,44400,170001609269,1
1,23302,JAQUEIRA,7,44444,170001609265,13
1,23302,JAQUEIRA,7,44500,170001609300,1
1,23302,JAQUEIRA,7,44555,170001609274,7
1,23302,JAQUEIRA,7,44556,170001609261,3
1,23302,JAQUEIRA,7,44777,170001609260,16
1,23302,JAQUEIRA,7,45000,170001605464,413
1,23302,JAQUEIRA,7,45123,170001605469,2
1,23302,JAQUEIRA,7,45145,170001605497,1
1,23302,JAQUEIRA,7,45222,170001605495,2
1,23302,JAQUEIRA,7,45245,170001605475,1
1,23302,JAQUEIRA,7,45500,170001605468,1
1,23302,JAQUEIRA,7,45555,170001605482,4
1,23302,JAQUEIRA,7,45678,170001605490,1
1,23302,JAQUEIRA,7,45999,170001726025,1
1,23302,JAQUEIRA,7,50000,170001618395,3
1,23302,JAQUEIRA,7,50100,170001618403,5
1,23302,JAQUEIRA,7,50124,170001618418,1
1,23302,JAQUEIRA,7,50180,170001618417,3
1,23302,JAQUEIRA,7,51000,170001609852,9
1,23302,JAQUEIRA,7,51444,170001609851,3
1,23302,JAQUEIRA,7,51456,170001609880,1
1,23302,JAQUEIRA,7,51555,170001609868,38
1,23302,JAQUEIRA,7,51630,170001734021,1
1,23302,JAQUEIRA,7,51651,170001609859,2
1,23302,JAQUEIRA,7,55555,170001609931,5
1,23302,JAQUEIRA,7,65113,170001608956,1
1,23302,JAQUEIRA,7,65123,170001608952,3
1,23302,JAQUEIRA,7,65400,170001608953,1
1,23302,JAQUEIRA,7,65613,170001608978,1
1,23302,JAQUEIRA,7,70070,170001613426,1
1,23302,JAQUEIRA,7,70123,170001613430,1
1,23302,JAQUEIRA,7,77000,170001610738,4
1,23302,JAQUEIRA,7,77055,170001610739,1
1,23302,JAQUEIRA,7,77077,170001610719,2
1,23302,JAQUEIRA,7,77100,170001610727,12
1,23302,JAQUEIRA,7,77111,170001610750,1
1,23302,JAQUEIRA,7,77133,170001610733,2
1,23302,JAQUEIRA,7,77456,170001610723,3
1,23302,JAQUEIRA,7,77555,170001610732,7
1,23302,JAQUEIRA,7,77713,170001610747,2
1,23302,JAQUEIRA,7,77777,170001610753,3
1,23302,JAQUEIRA,7,77888,170001610714,1
1,23302,JAQUEIRA,7,90000,170001610951,1
1,23310,BELÉM DO SÃO FRANCISCO,3,14,170001618273,10
1,23310,BELÉM DO SÃO FRANCISCO,3,16,170001601203,5
1,23310,BELÉM DO SÃO FRANCISCO,3,21,170001715590,7
1,23310,BELÉM DO SÃO FRANCISCO,3,22,170001602587,386
1,23310,BELÉM DO SÃO FRANCISCO,3,29,170001717342,1
1,23310,BELÉM DO SÃO FRANCISCO,3,35,170001613254,1
1,23310,BELÉM DO SÃO FRANCISCO,3,40,170001618087,1153
1,23310,BELÉM DO SÃO FRANCISCO,3,44,170001604111,6006
1,23310,BELÉM DO SÃO FRANCISCO,3,45,170001604087,197
1,23310,BELÉM DO SÃO FRANCISCO,3,50,170001715331,5
1,23310,BELÉM DO SÃO FRANCISCO,3,77,170001610442,2985
1,23310,BELÉM DO SÃO FRANCISCO,3,95,-1,282
1,23310,BELÉM DO SÃO FRANCISCO,3,96,-1,1123
1,23310,BELÉM DO SÃO FRANCISCO,5,95,-1,664
1,23310,BELÉM DO SÃO FRANCISCO,5,96,-1,1198
1,23310,BELÉM DO SÃO FRANCISCO,5,130,170001618130,3422
1,23310,BELÉM DO SÃO FRANCISCO,5,160,170001601200,36
1,23310,BELÉM DO SÃO FRANCISCO,5,222,170001604083,1073
1,23310,BELÉM DO SÃO FRANCISCO,5,281,170001717122,8
1,23310,BELÉM DO SÃO FRANCISCO,5,290,170001717466,1
1,23310,BELÉM DO SÃO FRANCISCO,5,444,170001609174,3228
1,23310,BELÉM DO SÃO FRANCISCO,5,456,170001608748,281
1,23310,BELÉM DO SÃO FRANCISCO,5,500,170001613411,21
1,23310,BELÉM DO SÃO FRANCISCO,5,555,170001610248,2229
1,23310,BELÉM DO SÃO FRANCISCO,6,10,-3,8
1,23310,BELÉM DO SÃO FRANCISCO,6,11,-3,47
1,23310,BELÉM DO SÃO FRANCISCO,6,12,-3,24
1,23310,BELÉM DO SÃO FRANCISCO,6,13,-3,85
1,23310,BELÉM DO SÃO FRANCISCO,6,14,-3,8
1,23310,BELÉM DO SÃO FRANCISCO,6,15,-3,2
1,23310,BELÉM DO SÃO FRANCISCO,6,16,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,6,18,-3,2
1,23310,BELÉM DO SÃO FRANCISCO,6,19,-3,2
1,23310,BELÉM DO SÃO FRANCISCO,6,20,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,6,21,-3,3
1,23310,BELÉM DO SÃO FRANCISCO,6,22,-3,10
1,23310,BELÉM DO SÃO FRANCISCO,6,23,-3,2
1,23310,BELÉM DO SÃO FRANCISCO,6,30,-3,2
1,23310,BELÉM DO SÃO FRANCISCO,6,33,-3,3
1,23310,BELÉM DO SÃO FRANCISCO,6,36,-3,5
1,23310,BELÉM DO SÃO FRANCISCO,6,40,-3,69
1,23310,BELÉM DO SÃO FRANCISCO,6,43,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,6,44,-3,81
1,23310,BELÉM DO SÃO FRANCISCO,6,45,-3,9
1,23310,BELÉM DO SÃO FRANCISCO,6,50,-3,2
1,23310,BELÉM DO SÃO FRANCISCO,6,51,-3,2
1,23310,BELÉM DO SÃO FRANCISCO,6,55,-3,8
1,23310,BELÉM DO SÃO FRANCISCO,6,65,-3,3
1,23310,BELÉM DO SÃO FRANCISCO,6,70,-3,4
1,23310,BELÉM DO SÃO FRANCISCO,6,77,-3,31
1,23310,BELÉM DO SÃO FRANCISCO,6,90,-3,2
1,23310,BELÉM DO SÃO FRANCISCO,6,95,-1,391
1,23310,BELÉM DO SÃO FRANCISCO,6,96,-1,346
1,23310,BELÉM DO SÃO FRANCISCO,6,1000,170001595454,125
1,23310,BELÉM DO SÃO FRANCISCO,6,1001,170001595459,2
1,23310,BELÉM DO SÃO FRANCISCO,6,1010,170001595473,5
1,23310,BELÉM DO SÃO FRANCISCO,6,1011,170001595460,3
1,23310,BELÉM DO SÃO FRANCISCO,6,1012,170001595468,100
1,23310,BELÉM DO SÃO FRANCISCO,6,1022,170001595455,2
1,23310,BELÉM DO SÃO FRANCISCO,6,1023,170001595475,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1033,170001595466,5
1,23310,BELÉM DO SÃO FRANCISCO,6,1044,170001595453,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1050,170001595469,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1090,170001595472,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1100,170001618620,7
1,23310,BELÉM DO SÃO FRANCISCO,6,1110,170001618602,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1111,170001618611,86
1,23310,BELÉM DO SÃO FRANCISCO,6,1112,170001618608,9
1,23310,BELÉM DO SÃO FRANCISCO,6,1113,170001618612,3
1,23310,BELÉM DO SÃO FRANCISCO,6,1120,170001618614,4
1,23310,BELÉM DO SÃO FRANCISCO,6,1122,170001618605,7
1,23310,BELÉM DO SÃO FRANCISCO,6,1123,170001618603,16
1,23310,BELÉM DO SÃO FRANCISCO,6,1133,170001618616,5
1,23310,BELÉM DO SÃO FRANCISCO,6,1144,170001618604,23
1,23310,BELÉM DO SÃO FRANCISCO,6,1155,170001618609,2
1,23310,BELÉM DO SÃO FRANCISCO,6,1161,170001618615,7
1,23310,BELÉM DO SÃO FRANCISCO,6,1170,170001618618,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1177,170001618601,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1190,170001618622,1771
1,23310,BELÉM DO SÃO FRANCISCO,6,1199,170001618606,4
1,23310,BELÉM DO SÃO FRANCISCO,6,1210,170001618843,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1211,170001618855,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1213,170001618839,2
1,23310,BELÉM DO SÃO FRANCISCO,6,1214,170001618854,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1233,170001618853,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1234,170001618856,14
1,23310,BELÉM DO SÃO FRANCISCO,6,1240,170001618836,3
1,23310,BELÉM DO SÃO FRANCISCO,6,1245,170001618849,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1300,170001609032,13
1,23310,BELÉM DO SÃO FRANCISCO,6,1310,170001609031,10
1,23310,BELÉM DO SÃO FRANCISCO,6,1311,170001609039,159
1,23310,BELÉM DO SÃO FRANCISCO,6,1313,170001609023,12
1,23310,BELÉM DO SÃO FRANCISCO,6,1314,170001609028,173
1,23310,BELÉM DO SÃO FRANCISCO,6,1331,170001609037,3
1,23310,BELÉM DO SÃO FRANCISCO,6,1333,170001609029,35
1,23310,BELÉM DO SÃO FRANCISCO,6,1340,170001609035,2
1,23310,BELÉM DO SÃO FRANCISCO,6,1344,170001609036,26
1,23310,BELÉM DO SÃO FRANCISCO,6,1401,170001620142,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1410,170001620150,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1411,170001730140,3
1,23310,BELÉM DO SÃO FRANCISCO,6,1414,170001620146,2
1,23310,BELÉM DO SÃO FRANCISCO,6,1444,170001620149,7
1,23310,BELÉM DO SÃO FRANCISCO,6,1515,170001613277,12
1,23310,BELÉM DO SÃO FRANCISCO,6,1580,170001613276,6
1,23310,BELÉM DO SÃO FRANCISCO,6,1616,170001602541,29
1,23310,BELÉM DO SÃO FRANCISCO,6,1800,170001619602,2
1,23310,BELÉM DO SÃO FRANCISCO,6,1813,170001619580,8
1,23310,BELÉM DO SÃO FRANCISCO,6,1818,170001619597,114
1,23310,BELÉM DO SÃO FRANCISCO,6,1900,170001602561,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1901,170001602583,3
1,23310,BELÉM DO SÃO FRANCISCO,6,1911,170001602566,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1919,170001602580,4
1,23310,BELÉM DO SÃO FRANCISCO,6,1920,170001602576,1
1,23310,BELÉM DO SÃO FRANCISCO,6,1938,170001602571,2
1,23310,BELÉM DO SÃO FRANCISCO,6,1944,170001602560,9
1,23310,BELÉM DO SÃO FRANCISCO,6,2001,170001715428,1
1,23310,BELÉM DO SÃO FRANCISCO,6,2020,170001715427,1
1,23310,BELÉM DO SÃO FRANCISCO,6,2022,170001715431,2
1,23310,BELÉM DO SÃO FRANCISCO,6,2121,170001715592,2
1,23310,BELÉM DO SÃO FRANCISCO,6,2200,170001609087,66
1,23310,BELÉM DO SÃO FRANCISCO,6,2201,170001609084,1
1,23310,BELÉM DO SÃO FRANCISCO,6,2202,170001609068,2
1,23310,BELÉM DO SÃO FRANCISCO,6,2210,170001609070,36
1,23310,BELÉM DO SÃO FRANCISCO,6,2211,170001609075,5
1,23310,BELÉM DO SÃO FRANCISCO,6,2212,170001609072,3
1,23310,BELÉM DO SÃO FRANCISCO,6,2215,170001609083,3
1,23310,BELÉM DO SÃO FRANCISCO,6,2220,170001609088,1
1,23310,BELÉM DO SÃO FRANCISCO,6,2222,170001609080,43
1,23310,BELÉM DO SÃO FRANCISCO,6,2233,170001609086,57
1,23310,BELÉM DO SÃO FRANCISCO,6,2244,170001609085,48
1,23310,BELÉM DO SÃO FRANCISCO,6,2266,170001609064,1
1,23310,BELÉM DO SÃO FRANCISCO,6,2270,170001609079,2
1,23310,BELÉM DO SÃO FRANCISCO,6,2299,170001609073,3
1,23310,BELÉM DO SÃO FRANCISCO,6,2323,170001604097,8
1,23310,BELÉM DO SÃO FRANCISCO,6,2800,170001634992,90
1,23310,BELÉM DO SÃO FRANCISCO,6,2882,170001634990,1
1,23310,BELÉM DO SÃO FRANCISCO,6,3000,170001596604,1
1,23310,BELÉM DO SÃO FRANCISCO,6,3003,170001596605,19
1,23310,BELÉM DO SÃO FRANCISCO,6,3333,170001718009,1
1,23310,BELÉM DO SÃO FRANCISCO,6,3344,170001718011,1
1,23310,BELÉM DO SÃO FRANCISCO,6,3345,170001718030,1
1,23310,BELÉM DO SÃO FRANCISCO,6,3366,170001718010,1
1,23310,BELÉM DO SÃO FRANCISCO,6,3600,170001718769,1
1,23310,BELÉM DO SÃO FRANCISCO,6,3609,170001718779,176
1,23310,BELÉM DO SÃO FRANCISCO,6,3660,170001718780,1
1,23310,BELÉM DO SÃO FRANCISCO,6,3699,170001718771,1
1,23310,BELÉM DO SÃO FRANCISCO,6,4000,170001619895,992
1,23310,BELÉM DO SÃO FRANCISCO,6,4001,170001619896,32
1,23310,BELÉM DO SÃO FRANCISCO,6,4002,170001619890,1
1,23310,BELÉM DO SÃO FRANCISCO,6,4004,170001619891,3
1,23310,BELÉM DO SÃO FRANCISCO,6,4010,170001619897,2
1,23310,BELÉM DO SÃO FRANCISCO,6,4011,170001619894,240
1,23310,BELÉM DO SÃO FRANCISCO,6,4013,170001619902,1
1,23310,BELÉM DO SÃO FRANCISCO,6,4019,170001619889,15
1,23310,BELÉM DO SÃO FRANCISCO,6,4020,170001619892,621
1,23310,BELÉM DO SÃO FRANCISCO,6,4040,170001619899,137
1,23310,BELÉM DO SÃO FRANCISCO,6,4044,170001619893,32
1,23310,BELÉM DO SÃO FRANCISCO,6,4333,170001609025,6
1,23310,BELÉM DO SÃO FRANCISCO,6,4400,170001609134,10
1,23310,BELÉM DO SÃO FRANCISCO,6,4401,170001609122,4251
1,23310,BELÉM DO SÃO FRANCISCO,6,4402,170001736049,4
1,23310,BELÉM DO SÃO FRANCISCO,6,4404,170001609113,4
1,23310,BELÉM DO SÃO FRANCISCO,6,4410,170001609117,102
1,23310,BELÉM DO SÃO FRANCISCO,6,4411,170001609132,16
1,23310,BELÉM DO SÃO FRANCISCO,6,4414,170001738823,1
1,23310,BELÉM DO SÃO FRANCISCO,6,4433,170001609111,5
1,23310,BELÉM DO SÃO FRANCISCO,6,4441,170001610769,7
1,23310,BELÉM DO SÃO FRANCISCO,6,4443,170001609129,2
1,23310,BELÉM DO SÃO FRANCISCO,6,4444,170001609112,38
1,23310,BELÉM DO SÃO FRANCISCO,6,4455,170001609130,1
1,23310,BELÉM DO SÃO FRANCISCO,6,4456,170001609114,3
1,23310,BELÉM DO SÃO FRANCISCO,6,4477,170001609123,119
1,23310,BELÉM DO SÃO FRANCISCO,6,4500,170001604099,12
1,23310,BELÉM DO SÃO FRANCISCO,6,4533,170001604105,1
1,23310,BELÉM DO SÃO FRANCISCO,6,4545,170001604098,4
1,23310,BELÉM DO SÃO FRANCISCO,6,4550,170001604095,2
1,23310,BELÉM DO SÃO FRANCISCO,6,4567,170001604106,1
1,23310,BELÉM DO SÃO FRANCISCO,6,5000,170001619584,32
1,23310,BELÉM DO SÃO FRANCISCO,6,5013,170001619582,7
1,23310,BELÉM DO SÃO FRANCISCO,6,5018,170001619592,2
1,23310,BELÉM DO SÃO FRANCISCO,6,5022,170001619583,3
1,23310,BELÉM DO SÃO FRANCISCO,6,5111,170001609641,1
1,23310,BELÉM DO SÃO FRANCISCO,6,5555,170001609929,3
1,23310,BELÉM DO SÃO FRANCISCO,6,6513,170001609044,3
1,23310,BELÉM DO SÃO FRANCISCO,6,7000,170001610405,5
1,23310,BELÉM DO SÃO FRANCISCO,6,7010,170001610400,6
1,23310,BELÉM DO SÃO FRANCISCO,6,7017,170001610394,1
1,23310,BELÉM DO SÃO FRANCISCO,6,7040,170001610403,15
1,23310,BELÉM DO SÃO FRANCISCO,6,7070,170001610411,58
1,23310,BELÉM DO SÃO FRANCISCO,6,7700,170001610572,470
1,23310,BELÉM DO SÃO FRANCISCO,6,7707,170001728102,1
1,23310,BELÉM DO SÃO FRANCISCO,6,7711,170001610564,61
1,23310,BELÉM DO SÃO FRANCISCO,6,7712,170001610570,42
1,23310,BELÉM DO SÃO FRANCISCO,6,7713,170001610574,185
1,23310,BELÉM DO SÃO FRANCISCO,6,7731,170001610567,1
1,23310,BELÉM DO SÃO FRANCISCO,6,7755,170001610571,1
1,23310,BELÉM DO SÃO FRANCISCO,6,7766,170001723579,1
1,23310,BELÉM DO SÃO FRANCISCO,6,7777,170001610575,3
1,23310,BELÉM DO SÃO FRANCISCO,6,8080,170001600160,6
1,23310,BELÉM DO SÃO FRANCISCO,7,10,-3,8
1,23310,BELÉM DO SÃO FRANCISCO,7,11,-3,59
1,23310,BELÉM DO SÃO FRANCISCO,7,12,-3,9
1,23310,BELÉM DO SÃO FRANCISCO,7,13,-3,182
1,23310,BELÉM DO SÃO FRANCISCO,7,14,-3,14
1,23310,BELÉM DO SÃO FRANCISCO,7,16,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,7,18,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,7,22,-3,28
1,23310,BELÉM DO SÃO FRANCISCO,7,23,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,7,28,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,7,33,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,7,35,-3,3
1,23310,BELÉM DO SÃO FRANCISCO,7,36,-3,4
1,23310,BELÉM DO SÃO FRANCISCO,7,40,-3,52
1,23310,BELÉM DO SÃO FRANCISCO,7,43,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,7,44,-3,199
1,23310,BELÉM DO SÃO FRANCISCO,7,45,-3,33
1,23310,BELÉM DO SÃO FRANCISCO,7,50,-3,1
1,23310,BELÉM DO SÃO FRANCISCO,7,51,-3,3
1,23310,BELÉM DO SÃO FRANCISCO,7,55,-3,145
1,23310,BELÉM DO SÃO FRANCISCO,7,65,-3,5
1,23310,BELÉM DO SÃO FRANCISCO,7,70,-3,5
1,23310,BELÉM DO SÃO FRANCISCO,7,77,-3,133
1,23310,BELÉM DO SÃO FRANCISCO,7,95,-1,409
1,23310,BELÉM DO SÃO FRANCISCO,7,96,-1,327
1,23310,BELÉM DO SÃO FRANCISCO,7,10000,170001595450,2
1,23310,BELÉM DO SÃO FRANCISCO,7,10122,170001595430,1
1,23310,BELÉM DO SÃO FRANCISCO,7,10123,170001595431,80
1,23310,BELÉM DO SÃO FRANCISCO,7,10222,170001595427,1
1,23310,BELÉM DO SÃO FRANCISCO,7,10555,170001595440,1
1,23310,BELÉM DO SÃO FRANCISCO,7,10777,170001595432,8
1,23310,BELÉM DO SÃO FRANCISCO,7,11000,170001618735,47
1,23310,BELÉM DO SÃO FRANCISCO,7,11022,170001618743,3
1,23310,BELÉM DO SÃO FRANCISCO,7,11111,170001618745,11
1,23310,BELÉM DO SÃO FRANCISCO,7,11112,170001618723,2
1,23310,BELÉM DO SÃO FRANCISCO,7,11117,170001618758,2
1,23310,BELÉM DO SÃO FRANCISCO,7,11123,170001618729,4
1,23310,BELÉM DO SÃO FRANCISCO,7,11144,170001618732,5
1,23310,BELÉM DO SÃO FRANCISCO,7,11222,170001618752,5
1,23310,BELÉM DO SÃO FRANCISCO,7,11333,170001618753,115
1,23310,BELÉM DO SÃO FRANCISCO,7,11444,170001618737,918
1,23310,BELÉM DO SÃO FRANCISCO,7,11511,170001618757,94
1,23310,BELÉM DO SÃO FRANCISCO,7,11611,170001618728,5
1,23310,BELÉM DO SÃO FRANCISCO,7,11777,170001618759,7
1,23310,BELÉM DO SÃO FRANCISCO,7,12222,170001618929,2
1,23310,BELÉM DO SÃO FRANCISCO,7,12233,170001618930,1
1,23310,BELÉM DO SÃO FRANCISCO,7,12345,170001618937,9
1,23310,BELÉM DO SÃO FRANCISCO,7,12369,170001618933,1
1,23310,BELÉM DO SÃO FRANCISCO,7,12456,170001618926,2
1,23310,BELÉM DO SÃO FRANCISCO,7,12777,170001618943,1
1,23310,BELÉM DO SÃO FRANCISCO,7,13000,170001608965,8
1,23310,BELÉM DO SÃO FRANCISCO,7,13013,170001608966,2
1,23310,BELÉM DO SÃO FRANCISCO,7,13100,170001608960,40
1,23310,BELÉM DO SÃO FRANCISCO,7,13111,170001608981,15
1,23310,BELÉM DO SÃO FRANCISCO,7,13113,170001608984,2
1,23310,BELÉM DO SÃO FRANCISCO,7,13123,170001608977,45
1,23310,BELÉM DO SÃO FRANCISCO,7,13180,170001608963,1
1,23310,BELÉM DO SÃO FRANCISCO,7,13444,170001608976,24
1,23310,BELÉM DO SÃO FRANCISCO,7,13456,170001608961,7
1,23310,BELÉM DO SÃO FRANCISCO,7,13613,170001608980,23
1,23310,BELÉM DO SÃO FRANCISCO,7,13688,170001608967,108
1,23310,BELÉM DO SÃO FRANCISCO,7,13789,170001608958,1
1,23310,BELÉM DO SÃO FRANCISCO,7,14022,170001619979,1
1,23310,BELÉM DO SÃO FRANCISCO,7,18000,170001618398,34
1,23310,BELÉM DO SÃO FRANCISCO,7,18111,170001618421,10
1,23310,BELÉM DO SÃO FRANCISCO,7,18123,170001618404,1
1,23310,BELÉM DO SÃO FRANCISCO,7,18180,170001618416,1
1,23310,BELÉM DO SÃO FRANCISCO,7,18618,170001618399,8
1,23310,BELÉM DO SÃO FRANCISCO,7,21021,170001715594,3
1,23310,BELÉM DO SÃO FRANCISCO,7,22010,170001619693,8
1,23310,BELÉM DO SÃO FRANCISCO,7,22100,170001619712,21
1,23310,BELÉM DO SÃO FRANCISCO,7,22123,170001619717,10
1,23310,BELÉM DO SÃO FRANCISCO,7,22190,170001619701,10
1,23310,BELÉM DO SÃO FRANCISCO,7,22222,170001619685,56
1,23310,BELÉM DO SÃO FRANCISCO,7,22267,170001619724,1
1,23310,BELÉM DO SÃO FRANCISCO,7,22300,170001619707,13
1,23310,BELÉM DO SÃO FRANCISCO,7,22332,170001619723,9
1,23310,BELÉM DO SÃO FRANCISCO,7,22333,170001619722,1
1,23310,BELÉM DO SÃO FRANCISCO,7,22337,170001619729,2
1,23310,BELÉM DO SÃO FRANCISCO,7,22345,170001619697,2
1,23310,BELÉM DO SÃO FRANCISCO,7,22622,170001619710,2
1,23310,BELÉM DO SÃO FRANCISCO,7,23222,170001605491,1
1,23310,BELÉM DO SÃO FRANCISCO,7,23999,170001605473,3
1,23310,BELÉM DO SÃO FRANCISCO,7,28000,170001717071,5
1,23310,BELÉM DO SÃO FRANCISCO,7,33123,170001718141,2
1,23310,BELÉM DO SÃO FRANCISCO,7,35000,170001722252,52
1,23310,BELÉM DO SÃO FRANCISCO,7,40000,170001620388,3
1,23310,BELÉM DO SÃO FRANCISCO,7,40007,170001620390,1
1,23310,BELÉM DO SÃO FRANCISCO,7,40013,170001620368,24
1,23310,BELÉM DO SÃO FRANCISCO,7,40040,170001620380,8
1,23310,BELÉM DO SÃO FRANCISCO,7,40111,170001620377,1
1,23310,BELÉM DO SÃO FRANCISCO,7,40123,170001620371,1
1,23310,BELÉM DO SÃO FRANCISCO,7,40156,170001620402,1
1,23310,BELÉM DO SÃO FRANCISCO,7,40190,170001620397,12
1,23310,BELÉM DO SÃO FRANCISCO,7,40240,170001620378,1
1,23310,BELÉM DO SÃO FRANCISCO,7,40413,170001620399,2
1,23310,BELÉM DO SÃO FRANCISCO,7,40444,170001620394,17
1,23310,BELÉM DO SÃO FRANCISCO,7,40555,170001620381,1165
1,23310,BELÉM DO SÃO FRANCISCO,7,40640,170001620382,1
1,23310,BELÉM DO SÃO FRANCISCO,7,40678,170001620387,14
1,23310,BELÉM DO SÃO FRANCISCO,7,40789,170001620376,2
1,23310,BELÉM DO SÃO FRANCISCO,7,40888,170001620392,13
1,23310,BELÉM DO SÃO FRANCISCO,7,40999,170001620401,6
1,23310,BELÉM DO SÃO FRANCISCO,7,43333,170001608972,80
1,23310,BELÉM DO SÃO FRANCISCO,7,43555,170001608973,4
1,23310,BELÉM DO SÃO FRANCISCO,7,44000,170001609285,43
1,23310,BELÉM DO SÃO FRANCISCO,7,44001,170001609287,3
1,23310,BELÉM DO SÃO FRANCISCO,7,44022,170001609288,3
1,23310,BELÉM DO SÃO FRANCISCO,7,44100,170001609305,1
1,23310,BELÉM DO SÃO FRANCISCO,7,44111,170001609284,9
1,23310,BELÉM DO SÃO FRANCISCO,7,44123,170001609264,9
1,23310,BELÉM DO SÃO FRANCISCO,7,44144,170001613821,2
1,23310,BELÉM DO SÃO FRANCISCO,7,44444,170001609265,7
1,23310,BELÉM DO SÃO FRANCISCO,7,44445,170001609286,1
1,23310,BELÉM DO SÃO FRANCISCO,7,44500,170001609300,1
1,23310,BELÉM DO SÃO FRANCISCO,7,44555,170001609274,3
1,23310,BELÉM DO SÃO FRANCISCO,7,44556,170001609261,1
1,23310,BELÉM DO SÃO FRANCISCO,7,44567,170001609279,32
1,23310,BELÉM DO SÃO FRANCISCO,7,44613,170001609283,197
1,23310,BELÉM DO SÃO FRANCISCO,7,44644,170001609295,7
1,23310,BELÉM DO SÃO FRANCISCO,7,44678,170001609307,25
1,23310,BELÉM DO SÃO FRANCISCO,7,44777,170001609260,2
1,23310,BELÉM DO SÃO FRANCISCO,7,45000,170001605464,4
1,23310,BELÉM DO SÃO FRANCISCO,7,45045,170001605476,3
1,23310,BELÉM DO SÃO FRANCISCO,7,45111,170001605485,6
1,23310,BELÉM DO SÃO FRANCISCO,7,45500,170001605468,186
1,23310,BELÉM DO SÃO FRANCISCO,7,45555,170001605482,4
1,23310,BELÉM DO SÃO FRANCISCO,7,45800,170001605465,3
