NR_TURNO,CD_CARGO,SQ_CANDIDATO,NM_URNA_CANDIDATO,NM_CANDIDATO,NR_CANDIDATO,NR_PARTIDO,SG_PARTIDO,CD_SITUACAO_CANDIDATURA,CD_SIT_TOT_TURNO
1,7,170001613429,CASSIO VICTOR,CASSIO VICTOR DE MELO ALVES,70800,70,AVANTE,12,4
1,6,170001634994,JOÃO NETO,JOÃO FRANCISCO NETO,2812,28,PRTB,12,4
1,5,170001608748,GUILHERME COELHO,GUILHERME CRUZ DE SOUZA COELHO,456,45,PSDB,12,4
1,6,170001613267,ANA DA ÓTICA,GERCINA MARIA BARBOSA DE OLIVEIRA,1599,15,MDB,12,5
1,7,170001609882,LUCIANA TEREZA,LUCIANA TEREZA SANTOS DA SILVA,51310,51,PATRIOTA,12,5
1,7,170001609282,IRMÃ JAILZA,JAILZA CHRISTINE SILVA REIS,44140,44,UNIÃO,12,5
1,7,170001718659,EMERSON LEAL,EMERSON LEAL DA SILVA,36777,36,AGIR,12,4
1,7,170001620383,RODRIGO FARIAS,RODRIGO MOTA DE FARIAS,40540,40,PSB,12,2
1,7,170001715192,FRANCISCO DE ASSIS,FRANCISCO DE ASSIS GUEDES DA COSTA,14888,14,PTB,3,4
1,6,170001609067,JOÃO MACHADO,JOÃO MACHADO GUIMARÃES,2225,22,PL,12,5
1,6,170001619601, ANGELO BRANCO,ANGELO BRANCO JOFILSAN CALLOU,1883,18,REDE,12,5
1,6,170001613262,TONYNHO RODRIGUES,ANTÔNIO GERALDO RODRIGUES DA SILVA FILHO,1522,15,MDB,12,5
1,6,170001609116,PASTOR JAIRINHO,JAIRO LIMA DA SILVA,4422,44,UNIÃO,12,5
1,7,170001609859,BETO ACCIOLY,JOSÉ ROBERTO SANTOS DE MOURA ACCIOLY,51651,51,PATRIOTA,12,5
1,6,170001609135,RENÉ IMPÉRIO ,JOSÉ RENEEIDE DA SILVA,4488,44,UNIÃO,12,5
1,6,170001618608,DELEGADO ISRAEL,ISRAEL LIMA BRAGA RUBIS,1112,11,PP,12,5
1,9,170001609175,MARCOS AMARAL,MARCOS AURÉLIO VIDAL AMARAL,444,44,UNIÃO,12,4
1,4,170001601204,PROFESSOR MARIANO,JOSÉ MARIANO DE MACEDO,16,16,PSTU,12,4
1,6,170001609112,LUCIANO BIVAR,LUCIANO CALDAS BIVAR,4444,44,UNIÃO,12,3
1,6,170001609113,ALINE CORRÊA,ALINE LEMOS CORRÊA DE OLIVEIRA ANDRADE,4404,44,UNIÃO,12,5
1,7,170001609290,SILMARA ENFERMEIRA,SILMARA CRISTIANE DA SILVA CARVALHO,44234,44,UNIÃO,12,5
1,7,170001619697,ADEILDO DA IGREJA,ADEILDO PEREIRA LINS,22345,22,PL,12,5
1,6,170001609129,ALEXANDRE LACERDA,ALEXANDRE AROUCHA DE LACERDA,4443,44,UNIÃO,12,5
1,6,170001610400,JÚNIOR GÁS,CARLOS ALBERTO DOS SANTOS,7010,70,AVANTE,12,5
1,7,170001620392,ADERALDO PINTO,ADERALDO DE OLIVEIRA FLORÊNCIO,40888,40,PSB,12,5
1,7,170001618760,CARLINHOS DA GENTE,CARLOS CORREIA DE OLIVEIRA NASCIMENTO,11500,11,PP,12,5
1,7,170001619703,LUCIENE ÍNDIA,MARIA LUCIENE DA SILVA,22611,22,PL,12,5
1,7,170001722256,EDELSON BENÇA,EDELSON PEREIRA DOS SANTOS,35017,35,PMB,12,4
1,7,170001618411,GUTO SANTA CRUZ,ANTONIO AUGUSTO SANTA CRUZ DE SOUZA,18613,18,REDE,12,5
1,6,170001610410,BELARMINO SILVA,SEVERINO JOSE BELARMINO DA SILVA,7001,70,AVANTE,12,5
1,6,170001609022,CÍCERO ROMÃO,CÍCERO ROMÃO DE OLIVEIRA,1370,13,PT,12,5
1,3,170001604111,MIGUEL COELHO,MIGUEL DE SOUZA LEÃO COELHO,44,44,UNIÃO,12,4
1,7,170001618730,JEFERSON TIMÓTEO,JEFERSON TIMÓTEO DE LIMA,11011,11,PP,12,2
1,7,170001618935,ANA CLARA DE CHRISTO,ANA CLARA DE CHRISTO LOPES,12999,12,PDT,12,4
1,3,170001604087,RAQUEL LYRA,RAQUEL TEIXEIRA LYRA LUCENA,45,45,PSDB,12,6
1,6,170001602568,ELIZABETH SOUTO,ELIZABETH RIBEIRO SOUTO,1922,19,PODE,12,4
1,6,170001618841,ISABELLA DE ROLDAO,ISABELLA MENEZES DE ROLDAO FIORENZANO,1212,12,PDT,12,4
1,6,170001610574,MARIA ARRAES,MARIA LEAL ARRAES DE ALENCAR,7713,77,SOLIDARIEDADE,12,3
1,7,170001736575,IRMÃO TUTUI,GERCINALDO DO NASCIMENTO BARBOZA,14300,14,PTB,3,-1
1,6,170001609027,JOSÉ MARTINS,JOSÉ MARTINS DA SILVA JUNIOR,4313,43,PV,3,-1
1,6,170001619593,RAPHA CARVALHO,RAPHAELA CRISTINA CARVALHO DA SILVA,5006,50,PSOL,12,5
1,6,170001609035,PROFESSORA KARLA,ANA KARLA PEREIRA DA SILVA NEVES DE SOUZA,1340,13,PT,12,5
1,6,170001718773,LENO TOP,LENIVALDO DE ASSIS FERREIRA,3615,36,AGIR,3,-1
1,7,170001595431,WILLIAM BRIGIDO,WILLIAM DOS SANTOS BRIGIDO,10123,10,REPUBLICANOS,12,2
1,7,170001609294,PASTOR GILVAN COSTA,GILVAN OLIVEIRA COSTA,44622,44,UNIÃO,12,5
1,7,170001618740,IRMAO CLECIO,JOSE CLECIO DA TRINDADE,11110,11,PP,3,-1
1,7,170001609295,AGOSTINHO FERRAZ SIM,JOÃO AGOSTINHO LIMA FERRAZ,44644,44,UNIÃO,12,5
1,7,170001620382,WALDEMAR BORGES,WALDEMAR ALBERTO BORGES RODRIGUES NETO,40640,40,PSB,12,2
1,7,170001605478,CARLOS BRAGA,CARLOS EDUARDO BRAGA FARIAS,45133,45,PSDB,12,5
1,7,170001723375,JORGE VIANA,JORGE LINO VIANA,27222,27,DC,12,4
1,6,170001717462,CLÉCIO BASÍLIO DA SILVA,CLÉCIO BASÍLIO DA SILVA,2903,29,PCO,3,4
1,6,170001619893,ERIBERTO MEDEIROS,JOSE ERIBERTO MEDEIROS DE OLIVEIRA,4044,40,PSB,12,2
1,6,170001609128,DELEGADO RESENDE,ANTONIO GABRIEL HONORATO RESENDE,4445,44,UNIÃO,12,5
1,7,170001610740,LEO DAMASSA,LEONARDO JOSÉ MARINHO DAMASCENO,77613,77,SOLIDARIEDADE,3,-1
1,6,170001595468,OSSESIO SILVA,OSSESIO JOSE DA SILVA,1012,10,REPUBLICANOS,12,5
1,7,170001618728,PASTOR CLEITON COLLINS,CLEITON GONÇALVES DA SILVA,11611,11,PP,12,2
1,7,170001609307,RAFAEL CAVALCANTI,JOÃO RAFAEL DE OLIVEIRA MENDES CORREIA CAVALCANTI,44678,44,UNIÃO,12,5
1,7,170001618759,HENRIQUE QUEIROZ FILHO,HENRIQUE JOSE QUEIROZ COSTA FILHO,11777,11,PP,12,3
1,6,170001728102,CLEIDE LOPES,CLEIDE LOPES DA SILVA,7707,77,SOLIDARIEDADE,12,5
1,7,170001609269,BRUNA KARINA,BRUNA KARINA ANASTÁCIA GOMES DA SILVA,44400,44,UNIÃO,12,5
1,7,170001618755,JOACI FREITAS ,JOACI DE FREITAS VALENTIM DA SILVA,11115,11,PP,12,5
1,7,170001613174,MARIA LUIZA,MARIA LUIZA DE SOUZA,23523,23,CIDADANIA,12,5
1,7,170001620391,AÇUCENA CALHEIROS,AÇUCENA LIRA LINS,40700,40,PSB,12,5
1,6,170001734027,CENIRA DA SAÚDE,IRACENIRA DA SILVA PAIXÃO FALCÃO FARIAS,7090,70,AVANTE,12,5
1,7,170001610744,ENFERMEIRA BRUNA CAROLINA,BRUNA CAROLINA LINS DOS SANTOS,77435,77,SOLIDARIEDADE,12,5
1,5,170001613411,EUGÊNIA LIMA,MARIA EUGENIA WANDERLEY LIMA,500,50,PSOL,12,4
1,6,170001718777,AMANDA MORAIS,AMANDA BIANCA RODRIGUES DE MORAIS E SILVA,3637,36,AGIR,12,4
1,7,170001618763,BISPA ANA CAMPELO,ANA ELIZABETH DA SILVA CORREIA CAMPELO,11667,11,PP,12,5
1,6,170001718765,CARLA ROCHA,CARLA PATRICIA DA ROCHA,3648,36,AGIR,12,4
1,6,170001609069,RODOLFO SILVA,JOSÉ RODOLFO DA SILVA,2290,22,PL,12,5
1,7,170001718653,SUBTENENTE ROCHA,ZENOILDO ROCHA PRATES,36190,36,AGIR,12,4
1,6,170001602571,MAJOR TARCIZIO,TARCIZIO FABRÍCIO MENDES,1938,19,PODE,12,4
1,6,170001609639,DOUTOR DIOGENES,DIOGENES GOMES PEDROSA,5122,51,PATRIOTA,12,4
1,7,170001618729,DEMAS NEVES,JOSE ADEMILSON DAS NEVES,11123,11,PP,12,5
1,7,170001734022,APARECIDA ABILIO,MARIA APARECIDA ABILIO DA SILVA,51364,51,PATRIOTA,3,4
1,10,170001610250,MERY DA SAÚDE,ROSEMERY DA SILVA ALVES,555,55,PSD,12,4
1,6,170001610401,ÊNIO BATISTA,CARLOS EUGÊNIO BATISTA DA SILVA,7011,70,AVANTE,12,5
1,6,170001609649,SANDRO DA TAPIOCA,SANDRO GLEDSON CAMPOS PEREIRA,5100,51,PATRIOTA,12,4
1,7,170001618754,RAFAEL LEITAO,RAFAEL LEITAO DE ALBUQUERQUE GONCALVES DA SILVA,11013,11,PP,12,5
1,7,170001609887,DOMINGOS SOLDADOR,JOSÉ DOMINGOS DOS SANTOS,51511,51,PATRIOTA,12,5
1,6,170001609655,ARAUJO,JOSÉ SOARES DE ARAUJO FILHO,5133,51,PATRIOTA,12,4
1,6,170001609085,EVANDRO ALENCAR,EVANDRO DE ALENCAR CARVALHO,2244,22,PL,12,5
1,6,170001602541,HELIO CABRAL,HÉLIO CABRAL LIMA,1616,16,PSTU,12,4
1,6,170001718010,YEDA DE PEIXINHOS,YEDA MARIA DE BRITO LIMA,3366,33,PMN,12,4
1,6,170001733443,SOLANGE BRAZ,SOLANGE MARIA BRAZ DA SILVA,4570,45,PSDB,12,4
1,7,170001595443,MARIO RICARDO,MARIO RICARDO SANTOS DE LIMA,10610,10,REPUBLICANOS,12,2
1,7,170001595440,LEO FERREIRA,LEONARDO ALVES FERREIRA,10555,10,REPUBLICANOS,12,5
1,7,170001618749,TOINHO DA UNIAO,ANTONIO BATISTA DE MOURA FILHO,11456,11,PP,12,5
1,7,170001619715,MARINHO,MARIO PEREIRA DA SILVA,22380,22,PL,12,5
1,7,170001619724,GUTEMBERGUE ALVES DE SANTANA J,GUTEMBERGUE ALVES DE SANTANA JUNIOR,22267,22,PL,12,5
1,7,170001605465,AMIGÃO LAMARTH PIANCO,LAMARTH LEITE PIANCO,45800,45,PSDB,12,5
1,6,170001726028,AGENALDO LESSA,AGENALDO LESSA LEÃO,4544,45,PSDB,3,-1
1,4,170001604112,ALESSANDRA VIEIRA,ALESSANDRA XAVIER DA ROCHA VIEIRA,44,44,UNIÃO,12,4
1,7,170001717065,VIVIANE TRINDADE,VIVIANE ROSE NOVO TRINDADE DOS SANTOS,28022,28,PRTB,12,4
1,7,170001619705,EVODIA ROSA,EVODIA ROSA DOS SANTOS SILVA,22220,22,PL,3,-1
1,7,170001619694,KELLY SOUZA,TATIANE KELLY BEZERRA SOUZA,22122,22,PL,12,5
1,7,170001609293,SELMA DAS MULHERES ARTICULADAS,SELMA BARBOSA GALDINO,44113,44,UNIÃO,12,5
1,6,170001602567,VÂNIA DE OIM,EDIVÂNIA LAURA DA SILVA,1955,19,PODE,12,4
1,6,170001618836,PROFESSORA EDIVANIA ARCANJO,EDIVANIA ARCANJO DO NASCIMENTO BARROS,1240,12,PDT,12,4
1,7,170001609867,CONTERRÂNEO JONAS,JONAS DE OLIVEIRA FERREIRA,51551,51,PATRIOTA,12,5
1,6,170001718023,IRMÃO MARCIO,MARCIO JORGE DE MORAIS,3378,33,PMN,3,4
1,7,170001620367,DAVI MUNIZ,DAVI BERNARDO MUNIZ,40122,40,PSB,12,5
1,6,170001602570,SAID SOUSA,SAID OLIVEIRA DE SOUSA,1933,19,PODE,12,4
1,7,170001619710,RENATO ANTUNES,PAULO RENATO ANTUNES GUIMARÃES,22622,22,PL,12,2
1,6,170001609134,GERSINHO FILHO ,GERSON JOSÉ DE CARVALHO SOUZA FILHO,4400,44,UNIÃO,12,5
1,6,170001724241,GOMES JUNTOS PELA ENFERMAGEM,BENEDITO GOMES DE LIMA FILHO,5051,50,PSOL,12,5
1,7,170001735036,DANIELLE RODRIGUES,DANIELLE RODRIGUES CAVALCANTI,27051,27,DC,3,4
1,7,170001608954,DETE SILVA,JOSIDETE BARBOSA DA SILVA,65035,65,PC do B,12,5
1,6,170001717460,VERA ARAÚJO,MARIA VERÔNICA GONÇALVES DE ARAÚJO,2901,29,PCO,3,4
1,7,170001620399,JOSÉ PATRIOTA,JOSE COIMBRA PATRIOTA FILHO,40413,40,PSB,12,2
1,6,170001609136,LUCIANA GOMES,LUCIANA WILSON DE VASCONCELOS,4454,44,UNIÃO,3,-1
1,6,170001618618,DRA MANUELA ANGELO,MANUELA ANGELO DA SILVA,1170,11,PP,12,5
1,5,170001717466,ROBERTA RITA,ROBERTA RITA CAVALCANTI PEREIRA,290,29,PCO,3,4
1,7,170001718143,ROBERIA PINCHO,ROBERIA SURAMA FERNANDES PINCHO,33166,33,PMN,12,4
1,3,170001715331,JOÃO ARNALDO,JOÃO ARNALDO NOVAES JÚNIOR,50,50,PSOL,12,4
1,6,170001619596,WALLAMY DANILO,WALLAMY DANILO DA SILVA ANDRADE,5014,50,PSOL,12,5
1,7,170001609305,JAIRO METÓDIO E RODOVIÁRIOS,JAIRO JOSE FRANCISCO METODIO,44100,44,UNIÃO,12,5
1,6,170001618838,IRINEU CARDOSO,IRINEU CARDOSO JUNIOR,1200,12,PDT,12,4
1,7,170001718652,JACKSON NOGUEIRA,JACKSON NOGUEIRA DA SILVA,36336,36,AGIR,12,4
1,6,170001718764,CIDINHO,ALCIDES SAMPAIO DE VASCONCELOS,3622,36,AGIR,12,4
1,7,170001609285,ANTONIO COELHO,ANTONIO DE SOUZA LEAO COELHO,44000,44,UNIÃO,12,2
1,7,170001610717,MANGA,ANTÔNIO BARROS  DE SOUZA FILHO,77787,77,SOLIDARIEDADE,3,-1
1,7,170001608977,DORIEL,DORIEL SATURNINO DE BARROS,13123,13,PT,12,2
1,4,170001610443,SEBASTIÃO OLIVEIRA,SEBASTIÃO IGNÁCIO DE OLIVEIRA JÚNIOR,77,70,AVANTE,12,6
1,6,170001595460,EDNO MELO,EVALDSSON EDNO ROSENDO DE MELO,1011,10,REPUBLICANOS,12,5
1,7,170001610721,VALDEMIR OLIVEIRA,VALDEMIR JOAO DE OLIVEIRA,77444,77,SOLIDARIEDADE,12,5
1,5,170001610248,ANDRÉ DE PAULA,ANDRÉ CARLOS ALVES DE PAULA FILHO,555,55,PSD,12,4
1,7,170001608984,JOÃO PAULO,JOÃO PAULO LIMA E SILVA,13113,13,PT,12,2
1,6,170001604108,CONCEIÇÃO CEÇA,RUTE MARIA DA CONCEIÇÃO SILVA,4582,45,PSDB,3,-1
1,6,170001718012,AMANDA DAS COMUNIDADS,AMANDA MARIA QUEIROZ DE OLIVEIRA,3303,33,PMN,12,4
1,7,170001619717,REBECA LUCENA,REBECA LUCENA DE SOUZA SANTOS DANTAS,22123,22,PL,12,5
1,7,170001618927,RISLAYNE SOUZA,RISLAYNE CHISMAR DO NASCIMENTO SOUZA,12321,12,PDT,12,4
1,7,170001595430,MISSIONARIA GRAÇA MIRANDA,MARIA DAS GRAÇAS DA SILVA MIRANDA,10122,10,REPUBLICANOS,12,5
1,7,170001723516,LUPÉRCIA SOUZA,LUPERCIA REGINA RUBERIA DE SOUZA,90123,90,PROS,3,4
1,6,170001619590,NEIDE FREITAS,JOSINEIDE FREITAS COSTA,1811,18,REDE,12,5
1,7,170001609869,CAROL GUIMARÃES,MARIA CAROLINA GUIMARÃES WANDERLEY,51022,51,PATRIOTA,12,5
1,6,170001723407,MARIA EUNICE,MARIA EUNICE LEITE,2868,28,PRTB,12,4
1,6,170001619890,FABIOLA MACIEL,FABIOLA CAVALCANTI MACIEL DA SILVA,4002,40,PSB,12,5
1,6,170001619584,ROBEYONCÉ,ROBEYONCÉ LIMA,5000,50,PSOL,12,5
1,4,170001715332,ALICE GABINO,ALICE DOS SANTOS GABINO,50,18,REDE,12,4
1,6,170001610398,DR ANTONIO STENIO,ANTONIO STENIO BARBOSA GOMES,7050,70,AVANTE,12,5
1,6,170001602564,DENNY OLLIVEIRA TV,DENNISON OLIVEIRA LIMA,1966,19,PODE,3,-1
1,7,170001613821,ZECA,JOSÉ CAVALCANTI ALVES JÚNIOR,44144,44,UNIÃO,12,5
1,7,170001723372,ALEX BRITO,ALEX JOSE TAVARES DE BRITO,27112,27,DC,12,4
1,6,170001602583,TENENTE GIDEONE,GIDEONE PORFÍRIO DA COSTA,1901,19,PODE,12,4
1,6,170001596605,DR. EUGÊNIO SÁ,EUGÊNIO PACELLI DE ARAÚJO SÁ,3003,30,NOVO,12,4
1,6,170001610414,GILMAR GAROTO,GILMAR PEREIRA DA SILVA,7080,70,AVANTE,12,5
1,7,170001618418,MESSIAS,DEYVSON MESSIAS PESSOA DO REGO,50124,50,PSOL,12,5
1,7,170001723371,CLAUDINHA,CLAUDIA SIQUEIRA SILVA,27497,27,DC,12,4
1,7,170001620389,PATRICIA VIUVA,PATRICIA LUCIA DE SOUZA ROMÃO,40022,40,PSB,12,5
1,7,170001609856, MARIA INÊS PANELAÇO,MARIA INÊS FERREIRA DE ALBUQUERQUE,51232,51,PATRIOTA,12,5
1,6,170001609132,SOCORRINHO DA APAMI,MARIA DO SOCORRO ALVARES MARIZ,4411,44,UNIÃO,12,5
1,6,170001620141,MISSIONÁRIO PEDRO PAULO,PEDRO PAULO DOS SANTOS,1441,14,PTB,12,4
1,6,170001609031,LIANA CIRNE,LIANA CRISTINA DA COSTA CIRNE LINS,1310,13,PT,12,5
1,4,170001618088,LUCIANA SANTOS,LUCIANA BARBOSA DE OLIVEIRA SANTOS,40,65,PC do B,12,4
1,7,170001613433,DEYVID DA COSTA,DEYVID JANUÁRIO DA COSTA,70120,70,AVANTE,3,4
1,7,170001608968,CARLOS MORAIS,CARLOS MARIO DE MORAIS,65001,65,PC do B,12,5
1,7,170001722250,BUDA GÁS,LUIZ BEZERRA DE OLIVEIRA FILHO,35678,35,PMB,3,-1
1,7,170001618734,FÁBIO MAGGI,FABIO MAGGI,11420,11,PP,12,5
1,7,170001722276,ELIZEU,ELIZEU BARBOSA DE LIMA,35462,35,PMB,12,4
1,7,170001718661,PROF LAERCIO CRUZ,LAERCIO GOMES DA CRUZ FILHO,36007,36,AGIR,12,4
1,6,170001619899,PEDRO CAMPOS,PEDRO HENRIQUE DE ANDRADE LIMA CARNEIRO CAMPOS,4040,40,PSB,12,2
1,7,170001605475,ALCIDES CARDOSO,ALCIDES JOSE DE ALBUQUERQUE CARDOSO,45245,45,PSDB,12,5
1,7,170001613430,EDUARDO VASCONCELOS,EDUARDO AYRTON CAVALCANTI VASCONCELOS,70123,70,AVANTE,12,4
1,7,170001613173,BOVINO,LUCIANO JORGE OLIVEIRA,23513,23,CIDADANIA,3,-1
1,7,170001605492,ALLAN CARNEIRO,JANILTON ALLAN MAIA CARNEIRO,23555,23,CIDADANIA,12,5
1,6,170001610417,COPIA TEREZA,TEREZA CRISTINA VASCONCELOS MONTARROYOS,7013,70,AVANTE,12,5
1,7,170001605484,BRANCA DURVANICE,DURVANICE GONÇALO DE OLIVEIRA,23345,23,CIDADANIA,3,-1
1,7,170001605481,DANNI DIAS,DANIELLA DIAS DOS SANTOS,23456,23,CIDADANIA,12,5
1,7,170001618930,SANDRA MATOS,SANDRA MATOS PONTES,12233,12,PDT,12,4
1,7,170001724261,ZÉ CACHIMBO,JOSÉ SEVERINO PESSOA,50350,50,PSOL,12,5
1,7,170001734021,GIVA DA SAÚDE,GIVANILDO FERREIRA DA SILVA,51630,51,PATRIOTA,12,5
1,7,170001619727,PR. JONAS PEREIRÃO,JONAS PEREIRA,22033,22,PL,12,5
1,6,170001609078,THIAGO PAES,THIAGO PAES ESPINDOLA,2217,22,PL,12,5
1,6,170001610394,DILSON BATISTA,DILSON BATISTA DE ALBUQUERQUE,7017,70,AVANTE,12,5
1,6,170001618603,ANDERSON CORREIA,ANDERSON CORREIA DE OLIVEIRA,1123,11,PP,12,5
1,6,170001610567,ZÉ DA LUZ,JOSÉ LUIZ DE LIMA SAMPAIO,7731,77,SOLIDARIEDADE,3,4
1,6,170001602581,FLÁVIO VASCONCELOS,FLÁVIO RODRIGO PEDROSA DE VASCONCELOS,1912,19,PODE,12,4
1,7,170001724245,ANA E AS MULHERES SERTANEJAS,ANA CLÁUDIA PINTO DOS SANTOS,50444,50,PSOL,12,5
1,7,170001613432,CENIRA DA SAÚDE,IRACENIRA DA SILVA PAIXÃO FALCÃO FARIAS,70999,70,AVANTE,3,-1
1,7,170001613440,SIMONE PAZ,SIMONE PAES BARRETO CARDOSO,70789,70,AVANTE,12,4
1,7,170001608956,CIDA PEDROSA,MARIA APARECIDA PEDROSA BEZERRA,65113,65,PC do B,12,5
1,6,170001724740,NAYANA CRUZ,NAYANA COSTA CRUZ,1266,12,PDT,12,4
1,6,170001619598,LUIZA CAROLINA,LUIZA CAROLINA DA SILVA,5044,50,PSOL,12,5
1,6,170001602560,ANDREZA ROMERO,ANDREZA BANDEIRA FERREIRA DE OLIVEIRA MELO,1944,19,PODE,12,4
1,7,170001619721,VIVI MARTINS,VIVIANE MARTINS DE ARRUDA,22422,22,PL,12,5
1,7,170001605480,MESTRE DAMIAO,DAMIAO PEDRO DA SILVA,23451,23,CIDADANIA,12,5
1,6,170001718008,BIEL COSTA,BRENO GABRIEL DA COSTA SOTERO,3355,33,PMN,12,4
1,6,170001618604,SUB-TENENTE SANTIAGO E IRMÃOS ,DAVID BATISTA SANTIAGO,1144,11,PP,12,5
1,7,170001718131,ABRAÃO BARROS,ABRAAO PEREIRA DE BARROS,33644,33,PMN,3,-1
1,7,170001620395,DIOGO MORAES,DIOGO CASE MORAES,40100,40,PSB,12,5
1,7,170001608975,JOÃO DA COSTA,JOÃO DA COSTA BEZERRA FILHO,13144,13,PT,12,5
1,6,170001618843,ELENILDO FURÃO,ELENILDO MESSIAS DA SILVA,1210,12,PDT,12,4
1,4,170001717341,ANDERSON ISAIAS,ANDERSON ISAIAS DE FRANÇA,29,29,PCO,3,4
1,7,170001620364,CAYO ALBINO,CAYO FILIPE OLIVEIRA ALBINO,40400,40,PSB,12,5
1,7,170001618421,SOUZA VIGILANTE,JOSÉ INÁCIO CASSIANO DE SOUZA,18111,18,REDE,12,5
1,7,170001610950,LUCIMAR AMORIM,LUCIMAR AMORIM ALENCAR,90999,90,PROS,12,4
1,6,170001619902,VOLEIDE ARRUDA,VOLEIDE DE OLIVEIRA ARRUDA,4013,40,PSB,12,5
1,6,170001723514,NATHALY CHAVES ,NATHALY NASCIMENTO CHAVES,9023,90,PROS,3,4
1,6,170001718015,CAMILA SANTOS,CAMILA INGRID DOS SANTOS,3312,33,PMN,12,4
1,6,170001610576,RENATA MONTEIRO,RENATA MONTEIRO DE ANDRADE,7745,77,SOLIDARIEDADE,3,-1
1,7,170001718660,PROFESSORA KEYLA CUNHA,KEYLA AGRÍCIA DA SILVA CUNHA,36721,36,AGIR,12,4
1,7,170001619692,ITMARA SOUZA,ITAMARA GOMES DE SOUZA,22118,22,PL,12,5
1,4,170001728608,PRISCILA KRAUSE,PRISCILA KRAUSE BRANCO,45,23,CIDADANIA,12,6
1,7,170001724675,CRISTIANY TORRES,CRISTIANY TORRES DA COSTA PATRIOTA,45345,45,PSDB,3,-1
1,6,170001609653,ISABEL DA AUTO ESCOLA,MARIA ISABEL DE ALBUQUERQUE DA SILVA,5110,51,PATRIOTA,12,4
1,7,170001718657,PASTORA LAUDICEIA,MARIA LAUDICEIA DA CONCEIÇÃO,36551,36,AGIR,12,4
1,7,170001639702,LUCÉLIA LIMA,LUCELIA REJANE DE ALBUQUERQUE LIMA,12888,12,PDT,12,4
1,6,170001609025,CLODOALDO MAGALHÃES,CLODOALDO MAGALHÃES OLIVEIRA LYRA,4333,43,PV,12,2
1,6,170001609118,ZECA CAVALCANTI,JOSÉ CAVALCANTI ALVES JÚNIOR,4414,44,UNIÃO,3,-1
1,7,170001595422,CASSIA COELHO,CASSIA COELHO DE SOUZA,10333,10,REPUBLICANOS,12,5
1,6,170001613278,IZA ARRUDA,IZA PAULA DE DEUS E MELLO ALBUQUERQUE ARRUDA,1555,15,MDB,12,2
1,6,170001609026,IRENE LACERDA,IRENE DE BRITO LACERDA FIGUEREDO,4343,43,PV,12,5
1,7,170001618761,EUMA LEONIDAS,EUMA DECIA LEONIDAS GOMES TAVARES DE SOUSA,11188,11,PP,12,5
1,7,170001618425,KAKÁ BEZERRA,KATHARYNE RAYLLE BEZERRA DA SILVA,18188,18,REDE,12,5
1,7,170001608955,REGIVANDO SIQUEIRA,REGIVANDO ARAÚJO SIQUEIRA,65444,65,PC do B,12,5
1,7,170001723366,NENEM DA SAÚDE,FRANCISCA GOMES DA SILVA,27555,27,DC,12,4
1,7,170001619983,GORETE MENEZES,MARIA GORETE MENEZES FREITAS,14014,14,PTB,12,4
1,6,170001733444,MAJOR CLARISSA,CLARISSA MARTINS MAMEDE,4520,45,PSDB,12,4
1,7,170001609877,JOSI,JOSÉLIA DIAS DE SOUZA DOS SANTOS,51778,51,PATRIOTA,12,5
1,6,170001718761,ZÉ AUGUSTO,JOSE AUGUSTO DO NASCIMENTO SILVA,3601,36,AGIR,12,4
1,7,170001724264,RÓ DO BAR,ROBSON LEÃO DE SOUZA,50187,50,PSOL,12,5
1,6,170001619599,SAMUEL HERCULANO,SAMUEL HERCULANO INÁCIO,5012,50,PSOL,12,5
1,7,170001609861,PEDRO BARBOSA,PEDRO BARBOSA DE SOUZA MELANCOLIE,51028,51,PATRIOTA,12,5
1,7,170001717060,PASTOR AMINADABE FLOR,AMINADABE FLOR DA SILVA,28123,28,PRTB,12,4
1,7,170001608985,PROFESSOR ZÉ LUÍS,JOSÉ LUÍS SIMÕES,13513,13,PT,12,5
1,6,170001619602,JU SOARES,JULIANNE MEDEIROS FERREIRA SOARES,1800,18,REDE,12,5
1,6,170001602569,RINALDO CARA VEIA,RINALDO JOSÉ DE LIMA,1988,19,PODE,12,4
1,7,170001609279,PASTOR LUPERCIO,LUPERCIO ALVES BEZERRA,44567,44,UNIÃO,12,5
1,6,170001609089,IVAN GUEDES,IVAN GUEDES DE LIMA FILHO,2238,22,PL,12,5
1,6,170001602572,REGINALDO PRATICAMENTE,REGINALDO ALBUQUERQUE DA SILVA,1929,19,PODE,12,4
1,7,170001724874,TÃO SEBASTIÃO NETO,SEBASTIÃO SOARES NETO,70333,70,AVANTE,12,4
1,6,170001602565,DOUGLAS CINTRA,DOUGLAS MAURÍCIO RAMOS CINTRA,1990,19,PODE,12,4
1,6,170001610564,ROSINHA DE CARLOS RODOLFO,ROSANGELA BRASIL GALINDO DE MELO,7711,77,SOLIDARIEDADE,12,5
1,7,170001595442,DRA FLAVIA VANDERLEI,MARIA FLAVIA RICARDO VANDERLEI E OLIVEIRA,10500,10,REPUBLICANOS,12,5
1,6,170001610418,VERA FIGUEIREDO,VERALUCIA DA COSTA BARROS FIGUEIREDO,7044,70,AVANTE,12,5
1,7,170001620370,WILTON BRITO,JOSÉ WILTON DE BRITO CAVALCANTI,40856,40,PSB,12,5
1,7,170001609881,MICILENE MEDEIROS SCHWAB,MICILENE DE MEDEIROS SCHWAB,51151,51,PATRIOTA,12,5
