NR_TURNO,CD_MUN,CD_CARGO,NR_VOTAVEL,QT_VOTOS
1,2604155,6,80,1
1,2604155,7,10,135
1,2604155,7,11,116
1,2604155,7,12,72
1,2604155,7,13,417
1,2604155,7,14,11
1,2604155,7,22,178
1,2604155,7,23,6
1,2604155,7,27,1
1,2604155,7,28,2
1,2604155,7,29,1
1,2604155,7,33,2
1,2604155,7,35,2
1,2604155,7,36,1
1,2604155,7,40,3043
1,2604155,7,43,62
1,2604155,7,44,4138
1,2604155,7,45,47
1,2604155,7,50,49
1,2604155,7,51,15
1,2604155,7,55,10
1,2604155,7,65,12
1,2604155,7,70,11
1,2604155,7,77,111
1,2604155,7,80,1
1,2604205,3,14,17
1,2604205,3,16,2
1,2604205,3,21,24
1,2604205,3,22,1957
1,2604205,3,29,1
1,2604205,3,35,1
1,2604205,3,40,2782
1,2604205,3,44,883
1,2604205,3,45,7518
1,2604205,3,50,8
1,2604205,3,77,3909
1,2604205,5,13,7118
1,2604205,5,16,11
1,2604205,5,22,6697
1,2604205,5,28,26
1,2604205,5,29,1
1,2604205,5,44,95
1,2604205,5,45,166
1,2604205,5,50,37
1,2604205,5,55,1250
1,2604205,6,10,523
1,2604205,6,11,670
1,2604205,6,12,244
1,2604205,6,13,1001
1,2604205,6,14,17
1,2604205,6,15,141
1,2604205,6,16,4
1,2604205,6,18,703
1,2604205,6,19,124
1,2604205,6,20,10
1,2604205,6,21,8
1,2604205,6,22,1785
1,2604205,6,23,4241
1,2604205,6,27,4
1,2604205,6,28,304
1,2604205,6,30,13
1,2604205,6,33,10
1,2604205,6,36,6
1,2604205,6,40,3801
1,2604205,6,43,798
1,2604205,6,44,549
1,2604205,6,45,61
1,2604205,6,50,83
1,2604205,6,51,24
1,2604205,6,55,14
1,2604205,6,65,223
1,2604205,6,70,1626
1,2604205,6,77,293
1,2604205,6,80,5
1,2604205,6,90,5
1,2604205,7,10,256
1,2604205,7,11,1416
1,2604205,7,12,113
1,2604205,7,13,1217
1,2604205,7,14,19
1,2604205,7,16,3
1,2604205,7,18,73
1,2604205,7,21,10
1,2604205,7,22,978
1,2604205,7,23,135
1,2604205,7,27,3
1,2604205,7,28,42
1,2604205,7,33,5
1,2604205,7,35,13
1,2604205,7,36,16
1,2604205,7,40,5333
1,2604205,7,43,401
1,2604205,7,44,5093
1,2604205,7,45,663
1,2604205,7,50,104
1,2604205,7,51,378
1,2604205,7,55,95
1,2604205,7,65,58
1,2604205,7,70,68
1,2604205,7,77,373
1,2604205,7,80,5
1,2604205,7,90,4
1,2604304,3,14,7
1,2604304,3,16,1
1,2604304,3,21,1
1,2604304,3,22,216
1,2604304,3,35,1
1,2604304,3,40,1144
1,2604304,3,44,2937
1,2604304,3,45,279
1,2604304,3,50,2
1,2604304,3,77,1863
1,2604304,5,13,2393
1,2604304,5,16,1
1,2604304,5,22,380
1,2604304,5,28,2
1,2604304,5,44,2472
1,2604304,5,45,83
1,2604304,5,50,11
1,2604304,5,55,823
1,2604304,6,10,1528
1,2604304,6,11,243
1,2604304,6,12,310
1,2604304,6,13,515
1,2604304,6,14,2
1,2604304,6,15,47
1,2604304,6,16,3
1,2604304,6,18,398
1,2604304,6,19,8
1,2604304,6,21,2
1,2604304,6,22,141
1,2604304,6,23,8
1,2604304,6,28,40
1,2604304,6,30,7
1,2604304,6,33,6
1,2604304,6,40,281
1,2604304,6,43,4
1,2604304,6,44,2504
1,2604304,6,45,1
1,2604304,6,50,11
1,2604304,6,51,1
1,2604304,6,55,2
1,2604304,6,70,788
1,2604304,6,77,35
1,2604304,7,10,46
1,2604304,7,11,2821
1,2604304,7,12,19
1,2604304,7,13,261
1,2604304,7,14,7
1,2604304,7,18,6
1,2604304,7,21,5
1,2604304,7,22,111
1,2604304,7,23,2
1,2604304,7,28,1
1,2604304,7,33,12
1,2604304,7,35,1
1,2604304,7,36,3
1,2604304,7,40,1512
1,2604304,7,43,50
1,2604304,7,44,434
1,2604304,7,45,57
1,2604304,7,50,25
1,2604304,7,51,101
1,2604304,7,55,55
1,2604304,7,65,9
1,2604304,7,70,22
1,2604304,7,77,1283
1,2604304,7,80,2
1,2604403,3,14,8
1,2604403,3,16,2
1,2604403,3,21,13
1,2604403,3,22,1250
1,2604403,3,40,2665
1,2604403,3,44,815
1,2604403,3,45,778
1,2604403,3,50,3
1,2604403,3,77,2281
1,2604403,5,13,4013
1,2604403,5,16,13
1,2604403,5,22,1635
1,2604403,5,28,11
1,2604403,5,44,116
1,2604403,5,45,53
1,2604403,5,50,18
1,2604403,5,55,1519
1,2604403,6,10,185
1,2604403,6,11,510
1,2604403,6,12,84
1,2604403,6,13,115
1,2604403,6,14,7
1,2604403,6,15,310
1,2604403,6,16,2
1,2604403,6,18,76
1,2604403,6,19,48
1,2604403,6,20,13
1,2604403,6,21,1
1,2604403,6,22,408
1,2604403,6,23,28
1,2604403,6,27,4
1,2604403,6,28,21
1,2604403,6,30,7
1,2604403,6,36,5
1,2604403,6,40,3220
1,2604403,6,43,26
1,2604403,6,44,252
1,2604403,6,45,16
1,2604403,6,50,46
1,2604403,6,51,6
1,2604403,6,55,13
1,2604403,6,65,766
1,2604403,6,70,878
1,2604403,6,77,1304
1,2604403,6,80,2
1,2604403,6,90,2
1,2604403,7,10,120
1,2604403,7,11,1670
1,2604403,7,12,67
1,2604403,7,13,289
1,2604403,7,14,3
1,2604403,7,16,1
1,2604403,7,18,12
1,2604403,7,21,2
1,2604403,7,22,280
1,2604403,7,23,17
1,2604403,7,28,2
1,2604403,7,35,1
1,2604403,7,36,3
1,2604403,7,40,3378
1,2604403,7,43,249
1,2604403,7,44,140
1,2604403,7,45,38
1,2604403,7,50,17
1,2604403,7,51,80
1,2604403,7,55,50
1,2604403,7,65,108
1,2604403,7,70,39
1,2604403,7,77,1631
1,2604403,7,90,1
1,2604502,3,14,15
1,2604502,3,16,3
1,2604502,3,21,18
1,2604502,3,22,2385
1,2604502,3,40,488
1,2604502,3,44,1537
1,2604502,3,45,2151
1,2604502,3,50,7
1,2604502,3,77,6063
1,2604502,5,13,2368
1,2604502,5,16,4
1,2604502,5,22,3421
1,2604502,5,28,20
1,2604502,5,29,1
1,2604502,5,44,630
1,2604502,5,45,145
1,2604502,5,50,25
1,2604502,5,55,4611
1,2604502,6,10,477
1,2604502,6,11,708
1,2604502,6,12,167
1,2604502,6,13,362
1,2604502,6,14,15
1,2604502,6,15,809
1,2604502,6,16,4
1,2604502,6,18,221
1,2604502,6,19,172
1,2604502,6,20,5
1,2604502,6,21,3
1,2604502,6,22,1601
1,2604502,6,23,48
1,2604502,6,27,1
1,2604502,6,28,164
1,2604502,6,29,1
1,2604502,6,30,9
1,2604502,6,33,5
1,2604502,6,36,2
1,2604502,6,40,1152
1,2604502,6,43,36
1,2604502,6,44,289
1,2604502,6,45,45
1,2604502,6,50,101
1,2604502,6,51,34
1,2604502,6,55,23
1,2604502,6,65,40
1,2604502,6,70,5476
1,2604502,6,77,544
1,2604502,6,80,2
1,2604502,6,90,2
1,2604502,7,10,398
1,2604502,7,11,996
1,2604502,7,12,125
1,2604502,7,13,386
1,2604502,7,14,20
1,2604502,7,16,1
1,2604502,7,18,34
1,2604502,7,21,7
1,2604502,7,22,1056
1,2604502,7,23,47
1,2604502,7,27,6
1,2604502,7,28,22
1,2604502,7,33,4
1,2604502,7,35,6
1,2604502,7,36,8
1,2604502,7,40,1852
1,2604502,7,43,668
1,2604502,7,44,580
1,2604502,7,45,195
1,2604502,7,50,44
1,2604502,7,51,163
1,2604502,7,55,385
1,2604502,7,65,28
1,2604502,7,70,151
1,2604502,7,77,5189
1,2604601,3,14,16
1,2604601,3,16,2
1,2604601,3,21,19
1,2604601,3,22,2040
1,2604601,3,29,1
1,2604601,3,35,1
1,2604601,3,40,1604
1,2604601,3,44,2969
1,2604601,3,45,1671
1,2604601,3,50,2
1,2604601,3,77,4808
1,2604601,5,13,5806
1,2604601,5,16,9
1,2604601,5,22,2964
1,2604601,5,28,54
1,2604601,5,44,291
1,2604601,5,45,120
1,2604601,5,50,32
1,2604601,5,55,2674
1,2604601,6,10,4380
1,2604601,6,11,943
1,2604601,6,12,311
1,2604601,6,13,332
1,2604601,6,14,4
1,2604601,6,15,557
1,2604601,6,18,436
1,2604601,6,19,33
1,2604601,6,20,4
1,2604601,6,21,2
1,2604601,6,22,1053
1,2604601,6,23,126
1,2604601,6,27,85
1,2604601,6,28,48
1,2604601,6,30,11
1,2604601,6,33,6
1,2604601,6,35,1
1,2604601,6,36,6
1,2604601,6,40,1220
1,2604601,6,43,38
1,2604601,6,44,358
1,2604601,6,45,11
1,2604601,6,50,78
1,2604601,6,51,264
1,2604601,6,55,24
1,2604601,6,65,127
1,2604601,6,70,59
1,2604601,6,77,3267
1,2604601,6,80,11
1,2604601,6,90,1
1,2604601,7,10,1117
1,2604601,7,11,1105
1,2604601,7,12,41
1,2604601,7,13,723
1,2604601,7,14,15
1,2604601,7,16,1
1,2604601,7,18,43
1,2604601,7,21,9
1,2604601,7,22,668
1,2604601,7,23,26
1,2604601,7,27,9
1,2604601,7,28,110
1,2604601,7,33,1
1,2604601,7,35,4
1,2604601,7,36,6
1,2604601,7,40,2270
1,2604601,7,43,759
1,2604601,7,44,2154
1,2604601,7,45,140
1,2604601,7,50,59
1,2604601,7,51,168
1,2604601,7,55,136
1,2604601,7,65,957
1,2604601,7,70,37
1,2604601,7,77,2806
1,2604601,7,90,2
1,2604700,3,14,20
1,2604700,3,21,17
1,2604700,3,22,1001
1,2604700,3,40,329
1,2604700,3,44,140
1,2604700,3,45,2207
1,2604700,3,50,2
1,2604700,3,77,4979
1,2604700,5,13,1388
1,2604700,5,16,6
1,2604700,5,22,2001
1,2604700,5,28,9
1,2604700,5,44,32
1,2604700,5,45,155
1,2604700,5,50,12
1,2604700,5,55,4691
1,2604700,6,10,67
1,2604700,6,11,137
1,2604700,6,12,51
1,2604700,6,13,241
1,2604700,6,14,27
1,2604700,6,15,91
1,2604700,6,18,86
1,2604700,6,19,20
1,2604700,6,20,5
1,2604700,6,21,2
1,2604700,6,22,1953
1,2604700,6,23,22
1,2604700,6,28,59
1,2604700,6,30,12
1,2604700,6,33,9
1,2604700,6,40,4889
1,2604700,6,43,1103
1,2604700,6,44,122
1,2604700,6,45,25
1,2604700,6,50,59
1,2604700,6,51,1
1,2604700,6,55,9
1,2604700,6,65,9
1,2604700,6,70,21
1,2604700,6,77,38
1,2604700,6,80,2
1,2604700,7,10,16
1,2604700,7,11,4599
1,2604700,7,12,20
1,2604700,7,13,255
1,2604700,7,14,6
1,2604700,7,16,1
1,2604700,7,18,13
1,2604700,7,21,3
1,2604700,7,22,182
1,2604700,7,23,6
1,2604700,7,28,6
1,2604700,7,33,4
1,2604700,7,35,1
1,2604700,7,36,2
1,2604700,7,40,3093
1,2604700,7,43,71
1,2604700,7,44,79
1,2604700,7,45,328
1,2604700,7,50,34
1,2604700,7,51,7
1,2604700,7,55,162
1,2604700,7,65,42
1,2604700,7,70,6
1,2604700,7,77,107
1,2604700,7,80,2
1,2604700,7,90,2
1,2604809,3,14,10
1,2604809,3,16,2
1,2604809,3,21,10
1,2604809,3,22,1027
1,2604809,3,40,1537
1,2604809,3,44,1696
1,2604809,3,45,1125
1,2604809,3,50,1
1,2604809,3,77,1740
1,2604809,5,13,3339
1,2604809,5,16,21
1,2604809,5,22,2322
1,2604809,5,28,39
1,2604809,5,44,92
1,2604809,5,45,75
1,2604809,5,50,10
1,2604809,5,55,723
1,2604809,6,10,2733
1,2604809,6,11,671
1,2604809,6,12,77
1,2604809,6,13,183
1,2604809,6,14,10
1,2604809,6,15,1033
1,2604809,6,16,1
1,2604809,6,18,101
1,2604809,6,19,17
1,2604809,6,20,14
1,2604809,6,21,1
1,2604809,6,22,933
1,2604809,6,23,22
1,2604809,6,28,43
1,2604809,6,30,4
1,2604809,6,33,1
1,2604809,6,36,2
1,2604809,6,40,585
1,2604809,6,43,67
1,2604809,6,44,814
1,2604809,6,45,10
1,2604809,6,50,24
1,2604809,6,51,3
1,2604809,6,55,9
1,2604809,6,65,23
1,2604809,6,70,78
1,2604809,6,77,74
1,2604809,6,80,2
1,2604809,6,90,4
1,2604809,7,10,75
1,2604809,7,11,2611
1,2604809,7,12,45
1,2604809,7,13,304
1,2604809,7,14,8
1,2604809,7,16,3
1,2604809,7,18,31
1,2604809,7,21,4
1,2604809,7,22,278
1,2604809,7,23,64
1,2604809,7,27,2
1,2604809,7,28,6
1,2604809,7,33,2
1,2604809,7,35,4
1,2604809,7,36,1
1,2604809,7,40,2363
1,2604809,7,43,76
1,2604809,7,44,1320
1,2604809,7,45,63
1,2604809,7,50,14
1,2604809,7,51,130
1,2604809,7,55,29
1,2604809,7,65,6
1,2604809,7,70,16
1,2604809,7,77,95
1,2604809,7,80,2
1,2604809,7,90,1
1,2604908,3,14,12
1,2604908,3,16,1
1,2604908,3,21,15
1,2604908,3,22,1161
1,2604908,3,29,1
1,2604908,3,35,3
1,2604908,3,40,2599
1,2604908,3,44,515
1,2604908,3,45,1721
1,2604908,3,50,7
1,2604908,3,77,3940
1,2604908,5,13,4266
1,2604908,5,16,4
1,2604908,5,22,1432
1,2604908,5,28,4
1,2604908,5,44,82
1,2604908,5,45,59
1,2604908,5,50,29
1,2604908,5,55,3507
1,2604908,6,10,226
1,2604908,6,11,354
1,2604908,6,12,173
1,2604908,6,13,168
1,2604908,6,14,13
1,2604908,6,15,1325
1,2604908,6,18,112
1,2604908,6,19,57
1,2604908,6,20,4
1,2604908,6,21,4
1,2604908,6,22,551
1,2604908,6,23,28
1,2604908,6,28,55
1,2604908,6,30,5
1,2604908,6,33,3
1,2604908,6,35,1
1,2604908,6,36,2
1,2604908,6,40,4764
1,2604908,6,43,41
1,2604908,6,44,230
1,2604908,6,45,13
1,2604908,6,50,33
1,2604908,6,51,2
1,2604908,6,55,20
1,2604908,6,65,17
1,2604908,6,70,1536
1,2604908,6,77,843
1,2604908,6,80,2
1,2604908,6,90,2
1,2604908,7,10,160
1,2604908,7,11,443
1,2604908,7,12,105
1,2604908,7,13,508
1,2604908,7,14,10
1,2604908,7,18,71
1,2604908,7,21,4
1,2604908,7,22,388
1,2604908,7,23,30
1,2604908,7,27,5
1,2604908,7,28,7
1,2604908,7,29,1
1,2604908,7,33,1
1,2604908,7,35,9
1,2604908,7,36,18
1,2604908,7,40,4462
1,2604908,7,43,1381
1,2604908,7,44,1145
1,2604908,7,45,107
1,2604908,7,50,64
1,2604908,7,51,76
1,2604908,7,55,188
1,2604908,7,65,43
1,2604908,7,70,64
1,2604908,7,77,1104
1,2604908,7,90,2
1,2605004,3,14,12
1,2605004,3,16,2
1,2605004,3,21,13
1,2605004,3,22,2303
1,2605004,3,29,2
1,2605004,3,40,937
1,2605004,3,44,2297
1,2605004,3,45,3542
1,2605004,3,50,1
1,2605004,3,77,4413
1,2605004,5,13,5103
1,2605004,5,16,6
1,2605004,5,22,5370
1,2605004,5,28,4
1,2605004,5,44,86
1,2605004,5,45,307
1,2605004,5,50,32
1,2605004,5,55,1390
1,2605004,6,10,940
1,2605004,6,11,2185
1,2605004,6,12,151
1,2605004,6,13,560
1,2605004,6,14,12
1,2605004,6,15,180
1,2605004,6,16,1
1,2605004,6,18,172
1,2605004,6,19,37
1,2605004,6,20,11
1,2605004,6,21,3
1,2605004,6,22,2159
1,2605004,6,23,38
1,2605004,6,27,3
1,2605004,6,28,404
1,2605004,6,30,5
1,2605004,6,33,8
1,2605004,6,36,19
1,2605004,6,40,1791
1,2605004,6,43,766
1,2605004,6,44,4210
1,2605004,6,45,27
1,2605004,6,50,59
1,2605004,6,51,7
1,2605004,6,55,13
1,2605004,6,65,9
1,2605004,6,70,120
1,2605004,6,77,115
1,2605004,6,80,3
1,2605004,6,90,2
1,2605004,7,10,249
1,2605004,7,11,5906
1,2605004,7,12,124
1,2605004,7,13,774
1,2605004,7,14,25
1,2605004,7,18,49
1,2605004,7,21,4
1,2605004,7,22,574
1,2605004,7,23,35
1,2605004,7,27,2
1,2605004,7,28,46
1,2605004,7,33,3
1,2605004,7,35,3
1,2605004,7,36,14
1,2605004,7,40,3283
1,2605004,7,43,191
1,2605004,7,44,603
1,2605004,7,45,203
1,2605004,7,50,57
1,2605004,7,51,795
1,2605004,7,55,77
1,2605004,7,65,54
1,2605004,7,70,14
1,2605004,7,77,519
1,2605004,7,80,5
1,2605103,3,14,14
1,2605103,3,16,3
1,2605103,3,21,14
1,2605103,3,22,1138
1,2605103,3,35,2
1,2605103,3,40,1771
1,2605103,3,44,1159
1,2605103,3,45,1164
1,2605103,3,50,6
1,2605103,3,77,13153
1,2605103,5,13,3000
1,2605103,5,16,18
1,2605103,5,22,1398
1,2605103,5,28,5
1,2605103,5,44,139
1,2605103,5,45,129
1,2605103,5,50,18
1,2605103,5,55,12678
1,2605103,6,10,462
1,2605103,6,11,2024
1,2605103,6,12,158
1,2605103,6,13,911
1,2605103,6,14,16
1,2605103,6,15,67
1,2605103,6,16,1
1,2605103,6,18,198
1,2605103,6,19,148
1,2605103,6,20,8
1,2605103,6,21,5
1,2605103,6,22,1106
1,2605103,6,23,69
1,2605103,6,27,3
1,2605103,6,28,300
1,2605103,6,30,10
1,2605103,6,33,4
1,2605103,6,35,3
1,2605103,6,36,168
1,2605103,6,40,933
1,2605103,6,43,54
1,2605103,6,44,280
1,2605103,6,45,27
1,2605103,6,50,81
1,2605103,6,51,31
1,2605103,6,55,44
1,2605103,6,65,35
1,2605103,6,70,10693
1,2605103,6,77,1386
1,2605103,6,80,8
1,2605103,6,90,1
1,2605103,7,10,194
1,2605103,7,11,435
1,2605103,7,12,73
1,2605103,7,13,931
1,2605103,7,14,16
1,2605103,7,16,3
1,2605103,7,18,58
1,2605103,7,21,3
1,2605103,7,22,810
1,2605103,7,23,32
1,2605103,7,27,1
1,2605103,7,28,28
1,2605103,7,33,8
1,2605103,7,35,2
1,2605103,7,36,76
1,2605103,7,40,11077
1,2605103,7,43,165
1,2605103,7,44,263
1,2605103,7,45,181
1,2605103,7,50,47
1,2605103,7,51,390
1,2605103,7,55,884
1,2605103,7,65,49
1,2605103,7,70,162
1,2605103,7,77,3231
1,2605103,7,80,2
1,2605103,7,90,3
1,2605152,3,14,22
1,2605152,3,16,1
1,2605152,3,21,1
1,2605152,3,22,833
1,2605152,3,35,1
1,2605152,3,40,3690
1,2605152,3,44,5310
1,2605152,3,45,223
1,2605152,3,50,3
1,2605152,3,77,1331
1,2605152,5,13,4126
1,2605152,5,16,3
1,2605152,5,22,1650
1,2605152,5,44,1060
1,2605152,5,45,2102
1,2605152,5,50,1
1,2605152,5,55,1605
1,2605152,6,10,134
1,2605152,6,11,5860
1,2605152,6,12,83
1,2605152,6,13,751
1,2605152,6,14,11
1,2605152,6,15,28
1,2605152,6,16,4
1,2605152,6,18,34
1,2605152,6,19,34
1,2605152,6,20,3
1,2605152,6,21,1
1,2605152,6,22,954
1,2605152,6,23,9
1,2605152,6,28,200
1,2605152,6,29,1
1,2605152,6,30,3
1,2605152,6,33,6
1,2605152,6,36,4
1,2605152,6,40,1593
1,2605152,6,43,2
1,2605152,6,44,1797
1,2605152,6,45,84
1,2605152,6,50,18
1,2605152,6,51,13
1,2605152,6,55,6
1,2605152,6,65,3
1,2605152,6,70,175
1,2605152,6,77,72
1,2605152,6,80,1
1,2605152,6,90,12
1,2605152,7,10,89
1,2605152,7,11,1398
1,2605152,7,12,37
1,2605152,7,13,4740
1,2605152,7,14,14
1,2605152,7,16,4
1,2605152,7,18,4
1,2605152,7,21,3
1,2605152,7,22,690
1,2605152,7,23,6
1,2605152,7,27,5
1,2605152,7,28,9
1,2605152,7,33,2
1,2605152,7,35,1
1,2605152,7,36,5
1,2605152,7,40,1089
1,2605152,7,43,57
1,2605152,7,44,2113
1,2605152,7,45,546
1,2605152,7,50,8
1,2605152,7,51,174
1,2605152,7,55,134
1,2605152,7,65,92
1,2605152,7,70,11
1,2605152,7,77,425
1,2605152,7,90,2
1,2605202,3,14,38
1,2605202,3,16,6
1,2605202,3,21,72
1,2605202,3,22,6135
1,2605202,3,29,1
1,2605202,3,35,2
1,2605202,3,40,7528
1,2605202,3,44,2929
1,2605202,3,45,8378
1,2605202,3,50,20
1,2605202,3,77,8490
1,2605202,5,13,17999
1,2605202,5,16,37
1,2605202,5,22,8290
1,2605202,5,28,280
1,2605202,5,29,3
1,2605202,5,44,993
1,2605202,5,45,1137
1,2605202,5,50,106
1,2605202,5,55,2078
1,2605202,6,10,694
1,2605202,6,11,2921
1,2605202,6,12,360
1,2605202,6,13,1566
1,2605202,6,14,31
1,2605202,6,15,1085
1,2605202,6,16,9
1,2605202,6,18,839
1,2605202,6,19,4471
1,2605202,6,20,27
1,2605202,6,21,16
1,2605202,6,22,9522
1,2605202,6,23,2259
1,2605202,6,27,17
1,2605202,6,28,384
1,2605202,6,29,6
1,2605202,6,30,11
1,2605202,6,33,80
1,2605202,6,35,2
1,2605202,6,36,89
1,2605202,6,40,4194
1,2605202,6,43,2209
1,2605202,6,44,1898
1,2605202,6,45,53
1,2605202,6,50,317
1,2605202,6,51,35
1,2605202,6,55,39
1,2605202,6,65,45
1,2605202,6,70,926
1,2605202,6,77,539
1,2605202,6,80,14
1,2605202,6,90,5
1,2605202,7,10,304
1,2605202,7,11,3575
1,2605202,7,12,531
1,2605202,7,13,1656
1,2605202,7,14,11
1,2605202,7,16,4
1,2605202,7,18,86
1,2605202,7,21,8
1,2605202,7,22,1642
1,2605202,7,23,12908
1,2605202,7,27,8
1,2605202,7,28,38
1,2605202,7,29,7
1,2605202,7,33,10
1,2605202,7,35,13
1,2605202,7,36,21
1,2605202,7,40,10453
1,2605202,7,43,530
1,2605202,7,44,2452
1,2605202,7,45,205
1,2605202,7,50,172
1,2605202,7,51,249
1,2605202,7,55,98
1,2605202,7,65,58
1,2605202,7,70,43
1,2605202,7,77,612
1,2605202,7,80,10
1,2605202,7,90,7
1,2605301,3,14,36
1,2605301,3,16,5
1,2605301,3,21,29
1,2605301,3,22,990
1,2605301,3,35,1
1,2605301,3,40,6983
1,2605301,3,44,3241
1,2605301,3,45,716
1,2605301,3,50,8
1,2605301,3,77,5335
1,2605301,5,13,10534
1,2605301,5,16,8
1,2605301,5,22,1538
1,2605301,5,28,6
1,2605301,5,29,6
1,2605301,5,44,1865
1,2605301,5,45,137
1,2605301,5,50,31
1,2605301,5,55,2402
1,2605301,6,10,3553
1,2605301,6,11,4269
1,2605301,6,12,805
1,2605301,6,13,1606
1,2605301,6,14,22
1,2605301,6,15,36
1,2605301,6,16,3
1,2605301,6,18,888
1,2605301,6,19,82
1,2605301,6,20,15
1,2605301,6,21,11
1,2605301,6,22,661
1,2605301,6,23,30
1,2605301,6,27,2
1,2605301,6,28,1052
1,2605301,6,29,1
1,2605301,6,30,12
1,2605301,6,33,7
1,2605301,6,40,2129
1,2605301,6,43,10
1,2605301,6,44,3080
1,2605301,6,45,174
1,2605301,6,50,91
1,2605301,6,51,2
1,2605301,6,55,13
1,2605301,6,65,274
1,2605301,6,70,65
1,2605301,6,77,342
1,2605301,6,80,4
1,2605301,6,90,3
1,2605301,7,10,179
1,2605301,7,11,5220
1,2605301,7,12,623
1,2605301,7,13,2014
1,2605301,7,14,15
1,2605301,7,16,4
1,2605301,7,18,42
1,2605301,7,21,8
1,2605301,7,22,493
1,2605301,7,23,20
1,2605301,7,27,5
1,2605301,7,28,36
1,2605301,7,29,1
1,2605301,7,33,7
1,2605301,7,35,1
1,2605301,7,36,3
1,2605301,7,40,6493
1,2605301,7,43,42
1,2605301,7,44,2651
1,2605301,7,45,216
1,2605301,7,50,95
1,2605301,7,51,146
1,2605301,7,55,208
1,2605301,7,65,59
1,2605301,7,70,21
1,2605301,7,77,339
1,2605301,7,80,4
1,2605301,7,90,6
1,2605400,3,14,13
1,2605400,3,16,3
1,2605400,3,21,18
1,2605400,3,22,2483
1,2605400,3,35,2
1,2605400,3,40,484
1,2605400,3,44,1299
1,2605400,3,45,2018
1,2605400,3,50,11
1,2605400,3,77,6041
1,2605400,5,13,2825
1,2605400,5,16,19
1,2605400,5,22,3371
1,2605400,5,28,18
1,2605400,5,44,247
1,2605400,5,45,186
1,2605400,5,50,42
1,2605400,5,55,4471
1,2605400,6,10,258
1,2605400,6,11,902
1,2605400,6,12,142
1,2605400,6,13,281
1,2605400,6,14,32
1,2605400,6,15,247
1,2605400,6,16,6
1,2605400,6,18,251
1,2605400,6,19,2834
1,2605400,6,20,7
1,2605400,6,21,6
1,2605400,6,22,1266
1,2605400,6,23,68
1,2605400,6,27,1
1,2605400,6,28,122
1,2605400,6,29,4
1,2605400,6,30,6
1,2605400,6,33,5
1,2605400,6,35,1
1,2605400,6,36,2
1,2605400,6,40,749
1,2605400,6,43,36
1,2605400,6,44,4292
1,2605400,6,45,25
1,2605400,6,50,126
1,2605400,6,51,3
1,2605400,6,55,17
1,2605400,6,65,22
1,2605400,6,70,163
1,2605400,6,77,854
1,2605400,6,80,4
1,2605400,6,90,3
1,2605400,7,10,295
1,2605400,7,11,1391
1,2605400,7,12,91
1,2605400,7,13,493
1,2605400,7,14,11
1,2605400,7,16,3
1,2605400,7,18,58
1,2605400,7,21,13
1,2605400,7,22,1141
1,2605400,7,23,28
1,2605400,7,27,1
1,2605400,7,28,22
1,2605400,7,33,4
1,2605400,7,35,8
1,2605400,7,36,25
1,2605400,7,40,5488
1,2605400,7,43,244
1,2605400,7,44,509
1,2605400,7,45,105
1,2605400,7,50,64
1,2605400,7,51,75
1,2605400,7,55,271
1,2605400,7,65,38
1,2605400,7,70,41
1,2605400,7,77,2051
1,2605400,7,80,1
1,2605400,7,90,1
1,2605459,3,14,4
1,2605459,3,16,1
1,2605459,3,21,10
1,2605459,3,22,608
1,2605459,3,40,384
1,2605459,3,44,148
1,2605459,3,45,298
1,2605459,3,50,23
1,2605459,3,77,498
1,2605459,5,13,702
1,2605459,5,16,5
1,2605459,5,22,845
1,2605459,5,28,2
1,2605459,5,44,46
1,2605459,5,45,19
1,2605459,5,50,29
1,2605459,5,55,150
1,2605459,6,10,82
1,2605459,6,11,473
1,2605459,6,12,26
1,2605459,6,13,78
1,2605459,6,14,1
1,2605459,6,15,106
1,2605459,6,16,1
1,2605459,6,18,81
1,2605459,6,19,14
1,2605459,6,20,2
1,2605459,6,21,1
1,2605459,6,22,213
1,2605459,6,23,43
1,2605459,6,27,3
1,2605459,6,28,9
1,2605459,6,30,6
1,2605459,6,40,581
1,2605459,6,43,51
1,2605459,6,44,72
1,2605459,6,45,3
1,2605459,6,50,72
1,2605459,6,51,5
1,2605459,6,55,2
1,2605459,6,65,4
1,2605459,6,70,29
1,2605459,6,77,40
1,2605459,6,80,2
1,2605459,7,10,75
1,2605459,7,11,318
1,2605459,7,12,19
1,2605459,7,13,115
1,2605459,7,14,1
1,2605459,7,16,1
1,2605459,7,18,28
1,2605459,7,21,3
1,2605459,7,22,346
1,2605459,7,23,10
1,2605459,7,28,9
1,2605459,7,33,3
1,2605459,7,36,1
1,2605459,7,40,627
1,2605459,7,43,39
1,2605459,7,44,53
1,2605459,7,45,37
1,2605459,7,50,68
1,2605459,7,51,22
1,2605459,7,55,3
1,2605459,7,65,18
1,2605459,7,70,56
1,2605459,7,77,63
1,2605459,25,17,26
1,2605459,25,24,28
1,2605459,25,25,3
1,2605459,25,26,96
1,2605459,25,31,40
1,2605459,25,37,45
1,2605459,25,38,39
1,2605459,25,41,394
1,2605459,25,42,44
1,2605459,25,47,69
1,2605459,25,54,63
1,2605459,25,56,33
1,2605459,25,59,78
1,2605459,25,60,331
1,2605459,25,62,82
1,2605459,25,66,109
1,2605459,25,67,22
1,2605459,25,69,80
1,2605459,25,74,9
1,2605459,25,75,49
1,2605459,25,78,112
