NR_TURNO,CD_MUN,CD_CARGO,NR_VOTAVEL,QT_VOTOS
1,2600054,3,14,77
1,2600054,3,16,20
1,2600054,3,21,391
1,2600054,3,22,16283
1,2600054,3,29,9
1,2600054,3,35,17
1,2600054,3,40,8021
1,2600054,3,44,6555
1,2600054,3,45,13377
1,2600054,3,50,146
1,2600054,3,77,13708
1,2600054,5,13,23377
1,2600054,5,16,168
1,2600054,5,22,21736
1,2600054,5,28,332
1,2600054,5,29,13
1,2600054,5,44,1919
1,2600054,5,45,1105
1,2600054,5,50,525
1,2600054,5,55,4310
1,2600054,6,10,2950
1,2600054,6,11,9882
1,2600054,6,12,558
1,2600054,6,13,4345
1,2600054,6,14,55
1,2600054,6,15,3102
1,2600054,6,16,22
1,2600054,6,18,1775
1,2600054,6,19,962
1,2600054,6,20,61
1,2600054,6,21,36
1,2600054,6,22,8044
1,2600054,6,23,1514
1,2600054,6,27,167
1,2600054,6,28,422
1,2600054,6,29,5
1,2600054,6,30,70
1,2600054,6,33,46
1,2600054,6,35,8
1,2600054,6,36,148
1,2600054,6,40,7384
1,2600054,6,43,620
1,2600054,6,44,7106
1,2600054,6,45,327
1,2600054,6,50,1480
1,2600054,6,51,184
1,2600054,6,55,71
1,2600054,6,65,932
1,2600054,6,70,2779
1,2600054,6,77,3132
1,2600054,6,80,31
1,2600054,6,90,11
1,2600054,7,10,6610
1,2600054,7,11,8925
1,2600054,7,12,377
1,2600054,7,13,4575
1,2600054,7,14,98
1,2600054,7,16,21
1,2600054,7,18,455
1,2600054,7,21,38
1,2600054,7,22,9425
1,2600054,7,23,453
1,2600054,7,27,11
1,2600054,7,28,313
1,2600054,7,29,6
1,2600054,7,33,68
1,2600054,7,35,196
1,2600054,7,36,52
1,2600054,7,40,11346
1,2600054,7,43,1672
1,2600054,7,44,3773
1,2600054,7,45,623
1,2600054,7,50,852
1,2600054,7,51,795
1,2600054,7,55,176
1,2600054,7,65,618
1,2600054,7,70,275
1,2600054,7,77,7015
1,2600054,7,80,20
1,2600054,7,90,9
1,2600104,3,14,27
1,2600104,3,16,3
1,2600104,3,21,43
1,2600104,3,22,2310
1,2600104,3,29,1
1,2600104,3,35,1
1,2600104,3,40,7408
1,2600104,3,44,2670
1,2600104,3,45,1556
1,2600104,3,50,18
1,2600104,3,77,4818
1,2600104,5,13,10612
1,2600104,5,16,16
1,2600104,5,22,3291
1,2600104,5,28,11
1,2600104,5,29,7
1,2600104,5,44,960
1,2600104,5,45,158
1,2600104,5,50,62
1,2600104,5,55,2295
1,2600104,6,10,421
1,2600104,6,11,598
1,2600104,6,12,155
1,2600104,6,13,1621
1,2600104,6,14,29
1,2600104,6,15,218
1,2600104,6,16,7
1,2600104,6,18,213
1,2600104,6,19,4255
1,2600104,6,20,7
1,2600104,6,21,6
1,2600104,6,22,1558
1,2600104,6,23,35
1,2600104,6,27,3
1,2600104,6,28,237
1,2600104,6,29,1
1,2600104,6,30,287
1,2600104,6,33,2
1,2600104,6,36,5
1,2600104,6,40,8115
1,2600104,6,43,40
1,2600104,6,44,180
1,2600104,6,45,114
1,2600104,6,50,137
1,2600104,6,51,56
1,2600104,6,55,12
1,2600104,6,65,42
1,2600104,6,70,731
1,2600104,6,77,1012
1,2600104,6,80,9
1,2600104,6,90,1
1,2600104,7,10,167
1,2600104,7,11,652
1,2600104,7,12,43
1,2600104,7,13,844
1,2600104,7,14,21
1,2600104,7,16,1
1,2600104,7,18,34
1,2600104,7,21,6
1,2600104,7,22,1255
1,2600104,7,23,29
1,2600104,7,28,12
1,2600104,7,33,3
1,2600104,7,35,3
1,2600104,7,36,5
1,2600104,7,40,12978
1,2600104,7,43,130
1,2600104,7,44,383
1,2600104,7,45,126
1,2600104,7,50,95
1,2600104,7,51,186
1,2600104,7,55,128
1,2600104,7,65,1101
1,2600104,7,70,7
1,2600104,7,77,1925
1,2600104,7,80,1
1,2600203,3,14,64
1,2600203,3,21,3
1,2600203,3,22,840
1,2600203,3,29,1
1,2600203,3,40,2442
1,2600203,3,44,6362
1,2600203,3,45,227
1,2600203,3,50,3
1,2600203,3,77,1954
1,2600203,5,13,1644
1,2600203,5,16,2
1,2600203,5,22,1398
1,2600203,5,28,6
1,2600203,5,44,1156
1,2600203,5,45,2689
1,2600203,5,50,3
1,2600203,5,55,4063
1,2600203,6,10,71
1,2600203,6,11,6502
1,2600203,6,12,72
1,2600203,6,13,598
1,2600203,6,14,15
1,2600203,6,15,7
1,2600203,6,16,5
1,2600203,6,18,89
1,2600203,6,19,20
1,2600203,6,20,1
1,2600203,6,21,1
1,2600203,6,22,514
1,2600203,6,23,4
1,2600203,6,28,172
1,2600203,6,30,7
1,2600203,6,33,1
1,2600203,6,36,2
1,2600203,6,40,2688
1,2600203,6,43,5
1,2600203,6,44,1554
1,2600203,6,45,37
1,2600203,6,50,9
1,2600203,6,51,4
1,2600203,6,55,11
1,2600203,6,65,11
1,2600203,6,70,97
1,2600203,6,77,116
1,2600203,6,80,1
1,2600203,6,90,14
1,2600203,7,10,487
1,2600203,7,11,391
1,2600203,7,12,30
1,2600203,7,13,785
1,2600203,7,14,12
1,2600203,7,16,2
1,2600203,7,18,17
1,2600203,7,21,2
1,2600203,7,22,303
1,2600203,7,23,5
1,2600203,7,27,1
1,2600203,7,28,13
1,2600203,7,33,3
1,2600203,7,35,1
1,2600203,7,36,2
1,2600203,7,40,4155
1,2600203,7,43,56
1,2600203,7,44,3078
1,2600203,7,45,503
1,2600203,7,50,5
1,2600203,7,51,141
1,2600203,7,55,300
1,2600203,7,65,62
1,2600203,7,70,16
1,2600203,7,77,2011
1,2600203,7,80,1
1,2600203,7,90,4
1,2600302,3,14,23
1,2600302,3,16,2
1,2600302,3,21,16
1,2600302,3,22,1859
1,2600302,3,35,1
1,2600302,3,40,2997
1,2600302,3,44,1302
1,2600302,3,45,4245
1,2600302,3,50,18
1,2600302,3,77,3081
1,2600302,5,13,7528
1,2600302,5,16,15
1,2600302,5,22,2583
1,2600302,5,28,11
1,2600302,5,44,554
1,2600302,5,45,821
1,2600302,5,50,45
1,2600302,5,55,588
1,2600302,6,10,1552
1,2600302,6,11,1149
1,2600302,6,12,516
1,2600302,6,13,349
1,2600302,6,14,10
1,2600302,6,15,158
1,2600302,6,16,1
1,2600302,6,18,204
1,2600302,6,19,75
1,2600302,6,20,11
1,2600302,6,21,4
1,2600302,6,22,1637
1,2600302,6,23,74
1,2600302,6,28,331
1,2600302,6,30,7
1,2600302,6,33,11
1,2600302,6,35,2
1,2600302,6,36,10
1,2600302,6,40,5406
1,2600302,6,43,1068
1,2600302,6,44,929
1,2600302,6,45,24
1,2600302,6,50,88
1,2600302,6,51,31
1,2600302,6,55,11
1,2600302,6,65,52
1,2600302,6,70,144
1,2600302,6,77,160
1,2600302,6,80,1
1,2600302,6,90,2
1,2600302,7,10,147
1,2600302,7,11,1826
1,2600302,7,12,286
1,2600302,7,13,1259
1,2600302,7,14,6
1,2600302,7,16,3
1,2600302,7,18,29
1,2600302,7,21,5
1,2600302,7,22,512
1,2600302,7,23,42
1,2600302,7,28,30
1,2600302,7,33,3
1,2600302,7,35,4
1,2600302,7,36,3
1,2600302,7,40,2602
1,2600302,7,43,318
1,2600302,7,44,387
1,2600302,7,45,228
1,2600302,7,50,72
1,2600302,7,51,1726
1,2600302,7,55,58
1,2600302,7,65,3685
1,2600302,7,70,22
1,2600302,7,77,444
1,2600302,7,80,7
1,2600302,7,90,2
1,2600401,3,14,15
1,2600401,3,16,3
1,2600401,3,21,16
1,2600401,3,22,1822
1,2600401,3,35,2
1,2600401,3,40,2947
1,2600401,3,44,1893
1,2600401,3,45,1766
1,2600401,3,50,4
1,2600401,3,77,4730
1,2600401,5,13,5719
1,2600401,5,16,12
1,2600401,5,22,2462
1,2600401,5,28,27
1,2600401,5,29,1
1,2600401,5,44,735
1,2600401,5,45,173
1,2600401,5,50,29
1,2600401,5,55,2764
1,2600401,6,10,324
1,2600401,6,11,637
1,2600401,6,12,120
1,2600401,6,13,340
1,2600401,6,14,9
1,2600401,6,15,405
1,2600401,6,18,148
1,2600401,6,19,22
1,2600401,6,20,2
1,2600401,6,21,3
1,2600401,6,22,1130
1,2600401,6,23,40
1,2600401,6,28,96
1,2600401,6,30,2
1,2600401,6,33,17
1,2600401,6,35,1
1,2600401,6,36,1
1,2600401,6,40,365
1,2600401,6,43,5789
1,2600401,6,44,942
1,2600401,6,45,26
1,2600401,6,50,57
1,2600401,6,51,14
1,2600401,6,55,12
1,2600401,6,65,214
1,2600401,6,70,382
1,2600401,6,77,2811
1,2600401,6,80,3
1,2600401,7,10,209
1,2600401,7,11,1049
1,2600401,7,12,91
1,2600401,7,13,653
1,2600401,7,14,6
1,2600401,7,16,2
1,2600401,7,18,45
1,2600401,7,21,4
1,2600401,7,22,917
1,2600401,7,23,65
1,2600401,7,27,13
1,2600401,7,28,14
1,2600401,7,33,5
1,2600401,7,35,22
1,2600401,7,36,13
1,2600401,7,40,5619
1,2600401,7,43,389
1,2600401,7,44,1127
1,2600401,7,45,100
1,2600401,7,50,34
1,2600401,7,51,95
1,2600401,7,55,178
1,2600401,7,65,132
1,2600401,7,70,51
1,2600401,7,77,2467
1,2600401,7,80,2
1,2600401,7,90,2
1,2600500,3,14,48
1,2600500,3,16,2
1,2600500,3,21,23
1,2600500,3,22,1822
1,2600500,3,29,5
1,2600500,3,35,1
1,2600500,3,40,7608
1,2600500,3,44,1948
1,2600500,3,45,2428
1,2600500,3,50,81
1,2600500,3,77,6201
1,2600500,5,13,12212
1,2600500,5,16,9
1,2600500,5,22,2894
1,2600500,5,28,4
1,2600500,5,29,1
1,2600500,5,44,844
1,2600500,5,45,266
1,2600500,5,50,121
1,2600500,5,55,2995
1,2600500,6,10,265
1,2600500,6,11,4178
1,2600500,6,12,340
1,2600500,6,13,8216
1,2600500,6,14,25
1,2600500,6,15,1447
1,2600500,6,16,3
1,2600500,6,18,622
1,2600500,6,19,101
1,2600500,6,20,7
1,2600500,6,21,10
1,2600500,6,22,1631
1,2600500,6,23,52
1,2600500,6,27,1
1,2600500,6,28,174
1,2600500,6,29,1
1,2600500,6,30,24
1,2600500,6,33,13
1,2600500,6,35,1
1,2600500,6,36,5
1,2600500,6,40,432
1,2600500,6,43,19
1,2600500,6,44,941
1,2600500,6,45,31
1,2600500,6,50,90
1,2600500,6,51,14
1,2600500,6,55,18
1,2600500,6,65,1695
1,2600500,6,70,149
1,2600500,6,77,1743
1,2600500,6,80,2
1,2600500,6,90,2
1,2600500,7,10,138
1,2600500,7,11,3620
1,2600500,7,12,119
1,2600500,7,13,9405
1,2600500,7,14,21
1,2600500,7,16,3
1,2600500,7,18,558
1,2600500,7,21,7
1,2600500,7,22,825
1,2600500,7,23,18
1,2600500,7,27,3
1,2600500,7,28,18
1,2600500,7,33,7
1,2600500,7,35,1
1,2600500,7,36,5
1,2600500,7,40,3893
1,2600500,7,43,112
1,2600500,7,44,205
1,2600500,7,45,292
1,2600500,7,50,146
1,2600500,7,51,31
1,2600500,7,55,213
1,2600500,7,65,122
1,2600500,7,70,12
1,2600500,7,77,2404
1,2600500,7,80,6
1,2600500,7,90,2
1,2600609,3,14,8
1,2600609,3,21,15
1,2600609,3,22,452
1,2600609,3,35,1
1,2600609,3,40,3968
1,2600609,3,44,317
1,2600609,3,45,1371
1,2600609,3,50,1
1,2600609,3,77,2062
1,2600609,5,13,6228
1,2600609,5,16,2
1,2600609,5,22,575
1,2600609,5,28,2
1,2600609,5,44,38
1,2600609,5,45,312
1,2600609,5,50,22
1,2600609,5,55,615
1,2600609,6,10,176
1,2600609,6,11,3676
1,2600609,6,12,93
1,2600609,6,13,378
1,2600609,6,14,19
1,2600609,6,15,392
1,2600609,6,18,362
1,2600609,6,19,27
1,2600609,6,20,4
1,2600609,6,21,3
1,2600609,6,22,658
1,2600609,6,23,15
1,2600609,6,27,1
1,2600609,6,28,77
1,2600609,6,30,2
1,2600609,6,33,1
1,2600609,6,35,1
1,2600609,6,40,1846
1,2600609,6,43,12
1,2600609,6,44,280
1,2600609,6,45,30
1,2600609,6,50,30
1,2600609,6,51,20
1,2600609,6,55,4
1,2600609,6,65,40
1,2600609,6,70,378
1,2600609,6,77,297
1,2600609,6,90,5
1,2600609,7,10,36
1,2600609,7,11,300
1,2600609,7,12,42
1,2600609,7,13,644
1,2600609,7,14,14
1,2600609,7,18,15
1,2600609,7,21,5
1,2600609,7,22,187
1,2600609,7,23,6
1,2600609,7,27,1
1,2600609,7,28,9
1,2600609,7,33,1
1,2600609,7,35,2
1,2600609,7,36,12
1,2600609,7,40,5347
1,2600609,7,43,238
1,2600609,7,44,384
1,2600609,7,45,515
1,2600609,7,50,31
1,2600609,7,51,177
1,2600609,7,55,57
1,2600609,7,65,24
1,2600609,7,70,18
1,2600609,7,77,781
1,2600609,7,90,2
1,2600708,3,14,27
1,2600708,3,16,2
1,2600708,3,21,41
1,2600708,3,22,3260
1,2600708,3,35,1
1,2600708,3,40,1906
1,2600708,3,44,1962
1,2600708,3,45,2604
1,2600708,3,50,16
1,2600708,3,77,8530
1,2600708,5,13,5274
1,2600708,5,16,11
1,2600708,5,22,3725
1,2600708,5,28,60
1,2600708,5,29,1
1,2600708,5,44,256
1,2600708,5,45,92
1,2600708,5,50,26
1,2600708,5,55,7883
1,2600708,6,10,1680
1,2600708,6,11,6796
1,2600708,6,12,845
1,2600708,6,13,1045
1,2600708,6,14,21
1,2600708,6,15,835
1,2600708,6,16,3
1,2600708,6,18,300
1,2600708,6,19,81
1,2600708,6,20,17
1,2600708,6,21,5
1,2600708,6,22,1789
1,2600708,6,23,118
1,2600708,6,27,279
1,2600708,6,28,96
1,2600708,6,30,6
1,2600708,6,33,7
1,2600708,6,35,1
1,2600708,6,36,4
1,2600708,6,40,3483
1,2600708,6,43,54
1,2600708,6,44,730
1,2600708,6,45,27
1,2600708,6,50,139
1,2600708,6,51,34
1,2600708,6,55,58
1,2600708,6,65,37
1,2600708,6,70,185
1,2600708,6,77,352
1,2600708,6,90,5
1,2600708,7,10,833
1,2600708,7,11,3225
1,2600708,7,12,120
1,2600708,7,13,1349
1,2600708,7,14,21
1,2600708,7,16,4
1,2600708,7,18,328
1,2600708,7,21,5
1,2600708,7,22,1076
1,2600708,7,23,25
1,2600708,7,27,25
1,2600708,7,28,50
1,2600708,7,33,3
1,2600708,7,35,9
1,2600708,7,36,15
1,2600708,7,40,7397
1,2600708,7,43,848
1,2600708,7,44,837
1,2600708,7,45,137
1,2600708,7,50,116
1,2600708,7,51,110
1,2600708,7,55,494
1,2600708,7,65,49
1,2600708,7,70,67
1,2600708,7,77,1845
1,2600708,7,80,1
1,2600807,3,14,50
1,2600807,3,21,16
1,2600807,3,22,1433
1,2600807,3,35,1
1,2600807,3,40,2584
1,2600807,3,44,1170
1,2600807,3,45,3966
1,2600807,3,50,8
1,2600807,3,77,1948
1,2600807,5,13,5465
1,2600807,5,16,38
1,2600807,5,22,2366
1,2600807,5,28,5
1,2600807,5,44,118
1,2600807,5,45,212
1,2600807,5,50,14
1,2600807,5,55,1383
1,2600807,6,10,236
1,2600807,6,11,400
1,2600807,6,12,218
1,2600807,6,13,237
1,2600807,6,14,15
1,2600807,6,15,1327
1,2600807,6,16,2
1,2600807,6,18,184
1,2600807,6,19,61
1,2600807,6,20,14
1,2600807,6,21,3
1,2600807,6,22,1495
1,2600807,6,23,65
1,2600807,6,27,1
1,2600807,6,28,90
1,2600807,6,29,1
1,2600807,6,30,4
1,2600807,6,33,6
1,2600807,6,36,12
1,2600807,6,40,5974
1,2600807,6,43,359
1,2600807,6,44,670
1,2600807,6,45,46
1,2600807,6,50,53
1,2600807,6,51,17
1,2600807,6,55,12
1,2600807,6,65,42
1,2600807,6,70,131
1,2600807,6,77,83
1,2600807,6,80,3
1,2600807,6,90,1
1,2600807,7,10,98
1,2600807,7,11,3806
1,2600807,7,12,151
1,2600807,7,13,649
1,2600807,7,14,17
1,2600807,7,16,1
1,2600807,7,18,63
1,2600807,7,21,7
1,2600807,7,22,470
1,2600807,7,23,42
1,2600807,7,27,2
1,2600807,7,28,15
1,2600807,7,29,1
1,2600807,7,33,1
1,2600807,7,35,1
1,2600807,7,36,10
1,2600807,7,40,1818
1,2600807,7,43,257
1,2600807,7,44,1427
1,2600807,7,45,250
1,2600807,7,50,30
1,2600807,7,51,717
1,2600807,7,55,84
1,2600807,7,65,186
1,2600807,7,70,15
1,2600807,7,77,1533
1,2600807,7,80,2
1,2600807,7,90,2
1,2600906,3,14,13
1,2600906,3,16,4
1,2600906,3,21,8
1,2600906,3,22,2185
1,2600906,3,40,2575
1,2600906,3,44,990
1,2600906,3,45,2353
1,2600906,3,50,4
1,2600906,3,77,3135
1,2600906,5,13,4724
1,2600906,5,16,10
1,2600906,5,22,2745
1,2600906,5,28,46
1,2600906,5,44,317
1,2600906,5,45,176
1,2600906,5,50,42
1,2600906,5,55,1945
1,2600906,6,10,221
1,2600906,6,11,814
1,2600906,6,12,90
1,2600906,6,13,646
1,2600906,6,14,12
1,2600906,6,15,934
1,2600906,6,16,3
1,2600906,6,18,106
1,2600906,6,19,71
1,2600906,6,20,12
1,2600906,6,21,4
1,2600906,6,22,1647
1,2600906,6,23,62
1,2600906,6,27,3
1,2600906,6,28,79
1,2600906,6,30,8
1,2600906,6,33,12
1,2600906,6,36,4
1,2600906,6,40,3704
1,2600906,6,43,314
1,2600906,6,44,447
1,2600906,6,45,9
1,2600906,6,50,59
1,2600906,6,51,3
1,2600906,6,55,28
1,2600906,6,65,22
1,2600906,6,70,2063
1,2600906,6,77,180
1,2600906,6,80,1
1,2600906,7,10,124
1,2600906,7,11,1496
1,2600906,7,12,63
1,2600906,7,13,844
1,2600906,7,14,9
1,2600906,7,16,1
1,2600906,7,18,45
1,2600906,7,21,6
1,2600906,7,22,1055
1,2600906,7,23,84
1,2600906,7,27,5
1,2600906,7,28,16
1,2600906,7,33,3
1,2600906,7,35,2
1,2600906,7,36,5
1,2600906,7,40,5672
1,2600906,7,43,764
1,2600906,7,44,631
1,2600906,7,45,87
1,2600906,7,50,175
1,2600906,7,51,46
1,2600906,7,55,111
1,2600906,7,65,13
1,2600906,7,70,53
1,2600906,7,77,240
1,2600906,7,80,2
1,2600906,7,90,1
1,2601003,3,14,14
1,2601003,3,16,1
1,2601003,3,21,4
1,2601003,3,22,470
1,2601003,3,29,1
1,2601003,3,40,2467
1,2601003,3,44,188
1,2601003,3,45,1433
1,2601003,3,50,3
1,2601003,3,77,1337
1,2601003,5,13,3834
1,2601003,5,16,18
1,2601003,5,22,1202
1,2601003,5,28,3
1,2601003,5,44,22
1,2601003,5,45,152
1,2601003,5,50,7
1,2601003,5,55,223
1,2601003,6,10,161
1,2601003,6,11,226
1,2601003,6,12,60
1,2601003,6,13,1278
1,2601003,6,14,10
1,2601003,6,15,8
1,2601003,6,16,1
1,2601003,6,18,74
1,2601003,6,19,11
1,2601003,6,20,4
1,2601003,6,21,1
1,2601003,6,22,1455
1,2601003,6,23,23
1,2601003,6,28,87
1,2601003,6,30,2
1,2601003,6,33,3
1,2601003,6,35,1
1,2601003,6,40,283
1,2601003,6,43,22
1,2601003,6,44,50
1,2601003,6,45,47
1,2601003,6,50,32
1,2601003,6,51,3
1,2601003,6,55,5
1,2601003,6,65,13
1,2601003,6,70,2108
1,2601003,6,77,133
1,2601003,6,80,1
1,2601003,6,90,1
1,2601003,7,10,80
1,2601003,7,11,2021
1,2601003,7,12,13
1,2601003,7,13,1258
1,2601003,7,14,10
1,2601003,7,16,1
1,2601003,7,18,17
1,2601003,7,21,2
1,2601003,7,22,179
1,2601003,7,23,4
1,2601003,7,27,1
1,2601003,7,28,16
1,2601003,7,35,1
1,2601003,7,36,2
1,2601003,7,40,617
1,2601003,7,43,75
1,2601003,7,44,56
1,2601003,7,45,1621
1,2601003,7,50,21
1,2601003,7,51,17
1,2601003,7,55,20
1,2601003,7,65,76
1,2601003,7,70,25
1,2601003,7,77,54
1,2601003,7,90,1
1,2601052,3,14,17
1,2601052,3,16,1
1,2601052,3,21,25
1,2601052,3,22,2129
1,2601052,3,35,3
1,2601052,3,40,4218
1,2601052,3,44,641
1,2601052,3,45,2053
1,2601052,3,50,2
1,2601052,3,77,2737
1,2601052,5,13,7010
1,2601052,5,16,15
1,2601052,5,22,2898
1,2601052,5,28,41
1,2601052,5,44,207
1,2601052,5,45,96
1,2601052,5,50,19
1,2601052,5,55,934
1,2601052,6,10,5207
1,2601052,6,11,1227
1,2601052,6,12,85
1,2601052,6,13,289
1,2601052,6,14,9
1,2601052,6,15,623
1,2601052,6,16,4
1,2601052,6,18,88
1,2601052,6,19,67
1,2601052,6,20,6
1,2601052,6,21,7
1,2601052,6,22,629
1,2601052,6,23,48
1,2601052,6,28,42
1,2601052,6,30,8
1,2601052,6,33,2
1,2601052,6,36,7
1,2601052,6,40,2218
1,2601052,6,43,1260
1,2601052,6,44,268
1,2601052,6,45,12
1,2601052,6,50,57
1,2601052,6,51,53
1,2601052,6,55,11
1,2601052,6,65,21
1,2601052,6,70,186
1,2601052,6,77,88
1,2601052,6,90,3
1,2601052,7,10,601
1,2601052,7,11,1170
1,2601052,7,12,37
1,2601052,7,13,532
1,2601052,7,14,9
1,2601052,7,18,5
1,2601052,7,21,5
1,2601052,7,22,386
1,2601052,7,23,14
1,2601052,7,27,2
1,2601052,7,28,23
1,2601052,7,33,4
1,2601052,7,35,10
1,2601052,7,36,3
1,2601052,7,40,1590
1,2601052,7,43,4452
1,2601052,7,44,154
1,2601052,7,45,92
1,2601052,7,50,21
1,2601052,7,51,3193
1,2601052,7,55,47
1,2601052,7,65,26
1,2601052,7,70,25
1,2601052,7,77,379
1,2601102,3,14,54
1,2601102,3,16,24
1,2601102,3,21,46
1,2601102,3,22,3200
1,2601102,3,35,1
1,2601102,3,40,6219
1,2601102,3,44,15787
1,2601102,3,45,908
1,2601102,3,50,39
1,2601102,3,77,12973
1,2601102,5,13,11897
1,2601102,5,16,63
1,2601102,5,22,5865
1,2601102,5,28,18
1,2601102,5,29,2
1,2601102,5,44,5283
1,2601102,5,45,1081
1,2601102,5,50,88
1,2601102,5,55,12088
1,2601102,6,10,424
1,2601102,6,11,4976
1,2601102,6,12,1023
1,2601102,6,13,1116
1,2601102,6,14,54
1,2601102,6,15,80
1,2601102,6,16,29
1,2601102,6,18,308
1,2601102,6,19,38
1,2601102,6,20,18
1,2601102,6,21,20
1,2601102,6,22,4988
1,2601102,6,23,70
1,2601102,6,28,587
1,2601102,6,30,95
1,2601102,6,33,17
1,2601102,6,35,1
1,2601102,6,36,4
1,2601102,6,40,6290
1,2601102,6,43,16
1,2601102,6,44,15636
1,2601102,6,45,2609
1,2601102,6,50,104
1,2601102,6,51,30
1,2601102,6,55,52
1,2601102,6,65,72
1,2601102,6,70,273
1,2601102,6,77,3187
1,2601102,6,80,4
1,2601102,6,90,8
1,2601102,7,10,247
1,2601102,7,11,15620
1,2601102,7,12,123
1,2601102,7,13,1043
1,2601102,7,14,73
1,2601102,7,16,158
1,2601102,7,18,35
1,2601102,7,21,7
1,2601102,7,22,949
1,2601102,7,23,23
1,2601102,7,27,4
1,2601102,7,28,22
1,2601102,7,29,1
1,2601102,7,33,10
1,2601102,7,35,6
1,2601102,7,36,14
1,2601102,7,40,1741
1,2601102,7,43,112
1,2601102,7,44,20622
1,2601102,7,45,387
1,2601102,7,50,160
1,2601102,7,51,128
1,2601102,7,55,719
1,2601102,7,65,15
1,2601102,7,70,21
1,2601102,7,77,492
1,2601102,7,90,2
1,2601201,3,14,64
1,2601201,3,16,5
1,2601201,3,21,202
1,2601201,3,22,4204
1,2601201,3,35,3
1,2601201,3,40,7142
1,2601201,3,44,5959
1,2601201,3,45,8844
1,2601201,3,50,45
1,2601201,3,77,7913
1,2601201,5,13,18459
1,2601201,5,16,98
1,2601201,5,22,6983
1,2601201,5,28,24
1,2601201,5,29,6
1,2601201,5,44,1741
1,2601201,5,45,1041
1,2601201,5,50,249
1,2601201,5,55,2534
1,2601201,6,10,1041
1,2601201,6,11,11328
1,2601201,6,12,565
1,2601201,6,13,2041
1,2601201,6,14,45
1,2601201,6,15,1942
1,2601201,6,16,7
1,2601201,6,18,1851
1,2601201,6,19,359
1,2601201,6,20,14
1,2601201,6,21,29
1,2601201,6,22,2696
1,2601201,6,23,161
1,2601201,6,27,1
1,2601201,6,28,822
1,2601201,6,29,1
1,2601201,6,30,49
1,2601201,6,33,7
1,2601201,6,36,29
1,2601201,6,40,5353
1,2601201,6,43,1181
1,2601201,6,44,2284
1,2601201,6,45,81
1,2601201,6,50,648
1,2601201,6,51,212
1,2601201,6,55,39
1,2601201,6,65,273
1,2601201,6,70,1136
1,2601201,6,77,394
1,2601201,6,80,8
1,2601201,6,90,8
1,2601201,7,10,2559
1,2601201,7,11,2055
1,2601201,7,12,365
1,2601201,7,13,1999
1,2601201,7,14,90
1,2601201,7,16,1
1,2601201,7,18,103
1,2601201,7,21,29
1,2601201,7,22,1779
1,2601201,7,23,50
1,2601201,7,27,5
1,2601201,7,28,270
1,2601201,7,29,1
1,2601201,7,33,2
1,2601201,7,35,3
1,2601201,7,36,12
1,2601201,7,40,4982
1,2601201,7,43,831
1,2601201,7,44,7976
1,2601201,7,45,996
1,2601201,7,50,435
1,2601201,7,51,9596
1,2601201,7,55,100
1,2601201,7,65,205
1,2601201,7,70,75
1,2601201,7,77,711
1,2601201,7,80,12
1,2601201,7,90,11
1,2601300,3,14,6
1,2601300,3,16,2
1,2601300,3,21,4
1,2601300,3,22,1498
1,2601300,3,40,2006
1,2601300,3,44,400
1,2601300,3,45,1592
1,2601300,3,77,1730
1,2601300,5,13,3402
1,2601300,5,16,2
1,2601300,5,22,2031
1,2601300,5,28,15
1,2601300,5,44,40
1,2601300,5,45,61
1,2601300,5,50,7
1,2601300,5,55,1301
1,2601300,6,10,2702
1,2601300,6,11,233
1,2601300,6,12,66
1,2601300,6,13,66
1,2601300,6,14,2
1,2601300,6,15,3751
1,2601300,6,16,3
1,2601300,6,18,32
1,2601300,6,19,12
1,2601300,6,20,3
1,2601300,6,21,3
1,2601300,6,22,504
1,2601300,6,23,20
1,2601300,6,28,24
1,2601300,6,30,2
1,2601300,6,40,113
1,2601300,6,43,52
1,2601300,6,44,50
1,2601300,6,45,8
1,2601300,6,50,15
1,2601300,6,51,18
1,2601300,6,55,1
1,2601300,6,65,5
1,2601300,6,70,20
1,2601300,6,77,19
1,2601300,7,10,82
1,2601300,7,11,428
1,2601300,7,12,31
1,2601300,7,13,168
1,2601300,7,14,2
1,2601300,7,16,1
1,2601300,7,18,6
1,2601300,7,21,2
1,2601300,7,22,281
1,2601300,7,23,22
1,2601300,7,28,2
1,2601300,7,35,1
1,2601300,7,36,1
1,2601300,7,40,5838
1,2601300,7,43,50
1,2601300,7,44,90
1,2601300,7,45,75
1,2601300,7,50,7
1,2601300,7,51,394
1,2601300,7,55,39
1,2601300,7,65,15
1,2601300,7,70,6
1,2601300,7,77,36
1,2601300,7,80,1
1,2601300,7,90,2
1,2601409,3,14,16
1,2601409,3,16,2
1,2601409,3,21,50
1,2601409,3,22,6377
1,2601409,3,35,2
1,2601409,3,40,2278
1,2601409,3,44,1159
1,2601409,3,45,2755
1,2601409,3,50,34
1,2601409,3,77,6799
1,2601409,5,13,6941
1,2601409,5,16,15
1,2601409,5,22,7552
1,2601409,5,28,530
1,2601409,5,44,321
1,2601409,5,45,308
1,2601409,5,50,84
1,2601409,5,55,2072
1,2601409,6,10,2452
1,2601409,6,11,4821
1,2601409,6,12,2765
1,2601409,6,13,1557
1,2601409,6,14,25
1,2601409,6,15,559
1,2601409,6,16,3
1,2601409,6,18,480
1,2601409,6,19,75
1,2601409,6,20,51
1,2601409,6,21,6
